"hh_id","x","y","M","L","employed","firm_id","wage","firm_owner","unemp_spells","emp_spells"
1,67919.38,15838.39,40.3221,0,1,128,4.9005,0,0,3
2,63751.82,19080.91,3.1267,0,0,0,2,0,40,0
3,66683.72,46940.12,29.269,0,1,1059,3.4989,0,0,23
4,69193.14,21395.87,2.5798,0,0,0,2,0,17,0
5,20834.88,86383.19,26.9836,0,1,211,3.4118,0,0,24
6,53221.61,29861.99,12.4785,0,0,0,2,0,5,0
7,61366.88,67568.43,56.176,0,1,201,3.355,0,0,12
8,71084.35,18866.54,24.0689,0,1,639,11.4495,8,0,112
9,35932.11,63778.71,2.0734,0,0,0,2,0,23,0
10,56594.67,59751.57,2.0286,0,0,0,2,0,25,0
11,28852.19,73162.42,2.0162,0,0,0,2,0,4,0
12,69410.28,45248.74,3.0586,0,0,0,2,0,22,0
13,30440.07,68796.78,2.5038,0,0,0,2,0,3,0
14,58163.44,37066.07,2.0078,0,0,0,2,0,2,0
15,26854.95,80517.05,96.3873,0,1,511,3.385,0,0,23
16,59227.63,67833.16,1.5439,0,1,1175,4.1664,0,0,12
17,25602.51,77276.41,4.3981,0,0,0,2,0,4,0
18,49668.27,58701.95,2.0288,0,0,0,2,0,27,0
19,55284.09,28608.29,2.0142,0,0,0,2,0,4,0
20,60550.97,62093.4,2.0122,0,0,0,2,0,3,0
21,68862.75,46734.92,10.9333,0,0,0,2,0,1,0
22,55006.92,43393.03,80.0497,0,1,1218,3.4252,0,0,1
23,70612.43,14820.86,21.0638,0,1,275,3.2874,0,0,11
24,55850.58,67821.32,7.0713,0,1,720,4.0712,0,0,1
25,52028.03,26630.44,2.0288,0,0,0,2,0,27,0
26,60793.98,68157.81,75.6475,0,1,367,3.1035,26,0,177
27,66461.16,60841.59,2.0272,0,0,0,2,0,17,0
28,56705.67,24798.42,83.6972,0,1,761,3.4725,0,0,6
29,25811.83,84603.29,13.3471,0,0,0,2,0,4,0
30,49718.88,53975.47,2.0176,0,0,0,2,0,6,0
31,45632.05,56656.78,83.6751,0,1,303,6.0776,0,0,11
32,44106.82,56452.52,2.0567,0,0,0,2,0,20,0
33,50187.72,46707.27,147.6129,0,1,946,5.4205,0,0,3
34,63985.68,59261.75,49.8566,0,1,954,5.8021,0,0,22
35,68588.51,42167.16,31.5246,0,1,702,3.7689,0,0,25
36,26988.93,81293.05,2.0276,0,0,0,2,0,19,0
37,21311.97,80026.35,2.0212,0,0,0,2,0,9,0
38,66571.14,37988.18,2.0728,0,0,0,2,0,25,0
39,53489.3,40408.33,29.0247,0,1,357,6.3491,0,0,2
40,56153.26,33395.71,110.6144,0,1,145,2.8624,0,0,9
41,70666.35,27913.07,113.6965,0,1,41,3.9615,41,0,133
42,24075.99,81142.91,99.5747,0,1,42,8.1859,42,0,179
43,54744.36,70974.12,2.0286,0,0,0,2,0,25,0
44,59565.1,59565.27,3.2605,0,0,0,2,0,115,0
45,24130.9,77594.79,2.0205,0,0,0,2,0,8,0
46,31816.06,71601.86,89.2401,0,1,986,3.1814,0,0,10
47,24141.39,78704.51,2.0294,0,0,0,2,0,37,0
48,53893.14,48155.6,2.0512,0,0,0,2,0,36,0
49,70389.58,20348.75,58.1654,0,1,1234,3.4551,49,0,195
50,49087.03,48585.43,56.5923,0,1,1230,2.9893,0,0,1
51,69552.77,20830.17,2.0078,0,0,0,2,0,2,0
52,59698.87,67659.51,1.769,0,1,1175,4.1664,0,0,9
53,20756.87,85172.43,23.3476,0,1,211,3.4118,0,0,11
54,63342.37,17062.92,2.0289,0,0,0,2,0,29,0
55,53140.98,24400.22,2.0162,0,0,0,2,0,5,0
56,59392.41,69503.86,287.4028,0,1,311,2.9318,0,0,28
57,50632.13,48352.67,17.6892,0,1,57,3.518,57,0,22
58,58883.2,35577.39,6.3249,0,1,858,9.2515,0,0,1
59,71112.19,23672.57,3.3081,0,0,0,2,0,13,0
60,51685.47,63330.39,2.8427,0,0,0,2,0,2,0
61,51731.54,45323.04,2.0279,0,0,0,2,0,20,0
62,29096.67,74052.33,61.6586,0,1,175,6.8421,0,0,23
63,70397.01,24600.57,17.245,0,0,0,2,0,5,0
64,69064.26,19239.9,20.2147,0,1,228,4.8307,0,0,22
65,56610.64,39552.38,28.5336,0,1,357,6.3491,0,0,5
66,60118.67,70686.4,16.4328,0,1,529,3.4028,0,0,23
67,70937.71,23742.31,2.0275,0,0,0,2,0,18,0
68,40286.36,62868,2.8041,0,0,0,2,0,15,0
69,66439.23,51888.36,2.0122,0,0,0,2,0,3,0
70,56840.64,47311.36,33.0715,0,1,765,3.4138,0,0,1
71,63938.95,32061.15,13.1127,0,1,71,7.8933,71,0,1
72,24699.42,76415.96,59.4321,0,1,560,3.3415,0,0,3
73,26698.81,74550.22,45.9556,0,1,507,3.6067,0,0,7
74,58534.01,72035.98,66.1565,0,1,1011,4.6356,0,0,7
75,56730.34,24384.68,76.917,0,1,761,3.4725,0,0,3
76,54782.03,46275.73,44.3522,0,0,0,8.2848,76,0,115
77,32587.44,66548.43,2.0292,0,0,0,2,0,36,0
78,48376.47,46852.52,2.0142,0,0,0,2,0,4,0
79,58992.61,73050.22,5.1363,0,1,147,15.9226,0,0,10
80,59104.34,26429.33,70.0236,0,1,429,3.5839,0,0,3
81,70729.28,19527.11,43.5719,0,1,1234,3.4551,0,0,23
82,56157.79,39862.7,4.3228,0,0,0,2,0,6,0
83,60026.08,67964.08,2.4162,0,1,1175,4.1664,0,0,3
84,66210.32,19614.61,2.1148,0,0,0,2,0,74,0
85,68722,47723.61,80.5423,0,1,549,3.3104,0,0,11
86,29228.6,74914.94,2.0045,0,0,0,2,0,1,0
87,70351.23,24839.53,2.0162,0,0,0,2,0,5,0
88,46948.41,53739.27,81.6663,0,1,303,6.0776,0,0,2
89,40845.45,61324.16,2.0078,0,0,0,2,0,2,0
90,56518.74,18386.32,2.0176,0,0,0,2,0,6,0
91,62522.9,67832.64,14.6444,0,0,0,2,91,0,127
92,22057.88,85674.85,2.0162,0,0,0,2,0,5,0
93,57768.26,25237,57.2164,0,1,971,3.4084,0,0,7
94,59862.66,66730.95,6.8089,0,1,692,3.6677,0,0,8
95,55498.86,24015.32,2.0142,0,0,0,2,0,4,0
96,53772.62,68061.22,46.8587,0,1,374,4.1623,0,0,21
97,71336.11,19529.44,12.1881,0,1,639,11.4495,0,0,4
98,37721.3,61049.37,185.2813,0,1,660,4.7358,0,0,4
99,66405.98,52384.98,2.0078,0,0,0,2,0,2,0
100,56122.41,34408.95,121.8805,0,1,738,3.2596,0,0,4
101,57753.32,46164.88,108.9927,0,1,646,6.4438,0,0,11
102,54058.09,23940.08,3.7306,0,0,0,2,0,17,0
103,51607.05,25308.47,2.27,0,0,0,2,0,20,0
104,20924.24,84771.03,36.3637,0,1,706,7.4771,0,0,29
105,57674.41,18951.67,2.0293,0,0,0,2,0,95,0
106,55267.41,39475.51,2.3784,0,0,0,2,0,17,0
107,64965.99,56575.94,2.0142,0,0,0,2,0,4,0
108,51074.55,47862.67,4.9428,0,1,57,3.518,0,0,8
109,70008.45,17119.76,9.7847,0,0,0,2,0,1,0
110,70630.28,37521.32,2.0289,0,0,0,2,0,28,0
111,66093.91,53382.23,20.64,0,0,0,2,111,0,139
112,63899.91,34235.5,3.5106,0,0,0,2,0,65,0
113,54155.49,41085.66,2.0122,0,0,0,2,0,3,0
114,55174,41375.52,2.0142,0,0,0,2,0,4,0
115,64977.77,62378.48,2.9343,0,1,889,8.6189,0,0,1
116,58960.59,26248.24,2.0045,0,0,0,2,0,4,0
117,57759.41,46794.26,2.0078,0,0,0,2,0,2,0
118,47554.31,49813,105.5527,0,1,434,3.499,0,0,4
119,62200.93,63295.11,7.4534,0,0,0,2,0,1,0
120,66721.5,45908.96,2.4892,0,0,0,2,0,13,0
121,59924.77,46228.87,29.1853,0,1,727,6.9428,0,0,1
122,55863.02,37150.97,88.3852,0,1,1003,3.4024,0,0,4
123,69446.03,14199.93,47.0422,0,1,128,4.9005,0,0,33
124,21358.83,87414.12,44.1268,0,1,706,7.4771,0,0,36
125,63497.61,32970.03,4.0159,0,0,0,2,0,4,0
126,54882.63,31307.9,102.3293,0,1,393,3.889,0,0,6
127,27447.78,80810.7,4.0168,0,0,0,2,0,6,0
128,68086.22,15500.43,20.665,0,0,0,2,128,0,139
129,57480.01,45768.33,109.4166,0,1,646,6.4438,0,0,5
130,26695.54,82758.15,5.4133,0,0,0,2,0,2,0
131,66245.08,18857.53,2.3634,0,0,0,2,0,21,0
132,56916.76,46797.29,6.8427,0,0,0,2,0,9,0
133,49714.39,46490.73,3.148,0,0,0,2,0,7,0
134,68341.86,47229.31,31.8105,0,1,1059,3.4989,0,0,15
135,24957.13,78521.38,2.0225,0,0,0,2,0,10,0
136,55478.8,46004.81,11.6948,0,0,0,2,0,4,0
137,71285.06,25636.82,2.0225,0,0,0,2,0,10,0
138,46987,60997.42,2.0321,0,0,0,2,0,39,0
139,25380.72,79574.55,45.9277,0,1,414,3.184,0,0,7
140,50087.29,49496.32,79.4467,0,1,644,3.3143,0,0,32
141,53618.59,29919.4,2.0272,0,0,0,2,0,17,0
142,40477.82,61155.03,2.4216,0,0,0,2,0,17,0
143,69075.25,44443.03,2.0914,0,0,0,2,0,30,0
144,66425.23,36874.74,2.4892,0,0,0,2,0,13,0
145,56926.76,32511.99,182.857,0,1,145,2.8624,145,0,134
146,24361.56,79075.8,2.3534,0,0,0,2,0,30,0
147,59033.86,73298.76,9.9756,0,0,0,2,147,0,0
148,47269.72,49982.47,12.9485,0,1,1386,3.6447,0,0,6
149,55747.57,68077.66,2.0501,0,0,0,2,0,8,0
150,43888.11,62277.21,41.0626,0,1,356,4.7187,0,0,23
151,73837.8,23698.88,2.029,0,0,0,2,0,32,0
152,72117.62,24405.31,2.0078,0,0,0,2,0,2,0
153,69479.69,41036.02,25.8632,0,1,702,3.7689,0,0,11
154,23301.04,78423.75,2.0254,0,0,0,2,0,13,0
155,33370.22,69507.78,91.3971,0,1,155,3.5584,155,0,122
156,42975.19,59366.21,2.0971,0,0,0,2,0,2,0
157,71819.99,19995.17,33.6648,0,1,8,3.7106,0,0,4
158,53755.84,34777.08,2.0292,0,0,0,2,0,42,0
159,31064.77,83395.65,2.577,0,0,0,2,0,70,0
160,34976.09,63919.4,4.2749,0,1,975,11.7812,0,0,1
161,22758.62,79333.44,2.0212,0,0,0,2,0,9,0
162,55927.49,42833.9,10.9792,0,0,0,2,0,5,0
163,61725.05,56657.73,2.0162,0,0,0,2,0,5,0
164,38916.95,61279.91,6.5802,0,1,310,13.7909,0,0,1
165,42485.92,57907.54,76.1361,0,1,819,5.2666,0,0,5
166,55565.5,25179.36,75.5695,0,1,761,3.4725,0,0,11
167,67447.03,40789.58,26.0819,0,1,702,3.7689,0,0,10
168,52664.37,22940.83,2.0272,0,0,0,2,0,17,0
169,67220.28,47892.85,2.1861,0,1,1259,4.7821,0,0,11
170,60975.23,28142.48,54.1983,0,1,965,4.0347,0,0,3
171,37876.37,64901.56,14.8731,0,1,317,3.2825,0,0,10
172,70068.46,16793.75,2.3316,0,1,1540,9.1146,0,0,1
173,26519.16,70343.27,7.7178,0,0,0,2,0,6,0
174,64418.72,18953,2.0291,0,0,0,2,0,33,0
175,27712.18,74987.78,17.2273,0,0,0,2,175,0,210
176,66858.34,46820.9,149.6941,0,1,792,3.6039,0,0,9
177,64127.81,47402.27,38.4149,0,1,727,6.9428,0,0,20
178,69579.75,21871.86,2.0078,0,0,0,2,0,2,0
179,55848.03,42875.13,8.5825,0,0,0,2,0,1,0
180,65046.81,61595.76,2.0225,0,0,0,2,0,10,0
181,65068.11,33731.31,3.1466,0,0,0,2,0,14,0
182,55150.06,22444.2,2.0272,0,0,0,2,0,17,0
183,54836.57,66632.1,6.5643,0,1,720,4.0712,0,0,23
184,31125.19,83903.53,2.0225,0,0,0,2,0,10,0
185,58754.84,45504.23,2.0142,0,0,0,2,0,4,0
186,27337.07,76628.98,4.7466,0,0,0,2,0,3,0
187,57458.56,24740.67,11.2447,0,0,0,2,0,4,0
188,40881.63,59213.38,2.0078,0,0,0,2,0,8,0
189,64275.67,45696.86,3.3237,0,0,0,2,0,38,0
190,57662.22,27280.63,65.645,0,1,429,3.5839,0,0,11
191,44643.12,57270.63,7.3298,0,0,0,2,0,43,0
192,30363.78,76818.56,2.0254,0,0,0,2,0,13,0
193,61233.2,46101.54,2.0045,0,0,0,2,0,1,0
194,64735.22,61742,9.7869,0,0,0,2,0,1,0
195,70760.79,17266.47,101.6883,0,1,216,3.3416,0,0,1
196,24485.39,83105.02,110.4119,0,1,449,3.5058,0,0,5
197,58968.6,27123.33,33.4121,0,1,1141,3.9399,0,0,27
198,34605.81,66385.35,2.0328,0,0,0,2,0,55,0
199,55711.32,25103.02,2.0142,0,0,0,2,0,4,0
200,55922.39,25390.85,57.3487,0,1,971,3.4084,0,0,1
201,61206.41,67715.17,18.3207,0,0,0,2,201,0,107
202,69893.37,16622.4,81.4512,0,1,1112,3.244,0,0,2
203,55710.71,31924.48,109.7667,0,1,145,2.8624,0,0,2
204,62066.71,29086.13,98.5969,0,1,744,3.5165,0,0,9
205,35833.58,61863.65,7.2087,0,1,1541,3.5417,0,0,2
206,56110.76,24023.1,117.0805,0,1,761,3.4725,206,0,177
207,70279.7,23511.38,5.6849,0,0,0,2,0,2,0
208,61606.93,54487.29,2.0289,0,0,0,2,0,28,0
209,57748.1,36949.97,2.0142,0,0,0,2,0,5,0
210,65126.28,34875.47,3.2181,0,0,0,2,0,34,0
211,20404.81,85325.95,48.6938,0,1,211,3.4118,211,0,50
212,67937.1,47297.01,33.1292,0,1,1059,3.4989,0,0,18
213,58247.2,37959.88,83.8528,0,1,1003,3.4024,0,0,3
214,54749.01,31133.66,3.5798,0,0,0,2,0,18,0
215,26787.05,84165.66,2.0078,0,0,0,2,0,2,0
216,71016.68,18092.18,33.7926,0,0,0,3.7196,216,0,143
217,52708.96,44908.92,3.7285,0,0,0,2,0,13,0
218,52665.47,23297.87,2.0176,0,0,0,2,0,6,0
219,70474.23,20250.29,85.339,0,1,684,2.9006,0,0,1
220,54451.92,54302.76,2.0293,0,0,0,2,0,86,0
221,69469.56,21365.83,2.0205,0,0,0,2,0,8,0
222,71103.06,24497.55,3.1779,0,0,0,2,0,6,0
223,72014.43,22582.57,7.9004,0,0,0,2,0,8,0
224,53666.98,44266.09,13.1115,0,0,0,2,0,2,0
225,59192.02,38270.39,14.1743,0,1,1341,4.865,0,0,11
226,29257.97,70544.24,7.0357,0,0,0,2,0,2,0
227,67133.87,38035.23,2.2067,0,0,0,2,0,56,0
228,69523.68,16252.8,9.036,0,1,228,4.8307,228,0,4
229,56211.07,46071.07,2.9122,0,0,0,2,0,5,0
230,46539.37,52301.08,20.0825,0,1,281,3.6114,0,0,7
231,63973.98,61126.94,8.9387,0,1,1399,5.4951,0,0,14
232,63218.61,63667.68,2.0142,0,0,0,2,0,4,0
233,41443.17,58633.27,39.0177,0,1,356,4.7187,0,0,11
234,56788.13,46900.56,30.8904,0,1,765,3.4138,0,0,2
