"unemp","wage","price","gdp","hM","fM","rw","gini_hh","total_loans","n_open","n_vacant","n_openings","n_exits","lg_M","lg_L","lg_tax","lg_transfer","lg_deficit","lg_interest","owner_pay_total","m_dist_total","n_transfer_recip","transfer_total","mean_M_bot30","mean_M_top30","median_wage_t","income_thresh_t","supply","nom_demand","real_demand","unmet_nom","inventory_total","avg_mu","n_hiring","utilisation","price_index","inflation","inflation_ma5","gdp_real","real_wage_index","inv_total","avg_a","avg_a_weighted","n_hh","n_births","lg_g_spend","tax_rev_smooth","mean_firm_age","med_firm_age","share_young_firms","period"
0.96,9.93266858915695,13.7160669763836,545.899465660066,147069.326130856,3971.84167750776,0.724163027656477,0.201584322080284,0,20,980,0,0,572.126819525999,0,98.1268195259993,26,-72.1268195259993,0,7.56988538516829,0,13,26,85.5886794467018,206.787332367305,10.3011265171891,8.24090121375126,39.8,22474.959088701,1638.58627457846,21929.0596230409,0,0.374,0,1,1,0,0,545.899465660066,9.93266858915695,0,0.995,0.995,1000,0,0,4.90634097629997,0,0,1,1
0.654690618762475,11.0599607576886,16.2830140941376,5801.17192431357,142189.390676394,8136.07486358685,0.679233015076154,0.212150088639432,0,50,952,30,0,1357.03297502175,0,1072.30758532532,287.401429829575,-784.906155495746,0,111.738319107097,0,62,287.401429829575,79.2688434782128,202.631465765508,11.8776741651685,9.50213933213479,343.640216957603,25543.7643076322,1568.73685424302,19742.5923833186,0,0.455443036279157,5,0.93497825196883,1.02778038677645,2.77803867764534,2.77803867764534,5644.36916577914,10.7610155826939,1.51397707703366,0.99334646680062,0.993179817796541,1002,2,0,58.276403193751,0.4,0,1,2
0.339303482587065,11.6765776708896,18.3095623559744,12900.9075572404,136900.266534915,12453.0307591814,0.637731117973967,0.216649171086006,967.538836592408,65,940,15,0,3387.75790787296,0,2459.04743506128,299.317388962246,-2030.72493285121,0,321.659869843959,0,56,299.317388962246,75.5992729503822,197.041261659343,12.7682154197255,10.2145723357804,658.390739546696,29521.7143263884,1612.36591855269,16620.806769148,0,0.558316767126369,15,0.857860155533819,1.1233666435552,9.30026083476319,5.86902818803245,11484.1469000824,10.3942713074833,22.3476638214193,0.9928593338319,0.991552318594421,1005,3,129.005113247824,178.314954787128,1.07692307692308,1,1,3
0.157738095238095,12.0491570402662,19.8203578116122,19020.0714708514,128935.250527933,18278.5035137079,0.60791824016451,0.2195065458686,1978.52535914521,80,928,15,0,6608.67501685856,0,3716.56023751856,264.302059188318,-3220.91710898561,0,580.635292701852,0,46,264.302059188318,71.9406608642055,187.317005586073,13.6533790278335,10.9227032222668,841.710640818227,31835.7746974164,1606.21594221497,12815.703226565,0,0.664998836653337,43,0.729560293593269,1.21901445409511,8.514389410496,7.8837613981553,15602.826863091,9.88434304432462,64.3319739687917,0.993732304819244,0.991414182353624,1008,3,231.341069344637,355.227218923699,1.6875,2,1,4
0.0830860534124629,12.6432904284815,22.1504848246151,22328.9087952808,119801.492051569,24261.0721231503,0.570790686009339,0.225309847058909,2404.62608465584,95,916,15,0,10233.2755427533,0,4454.40092972604,325.63308981383,-3624.60052589478,0,723.919249044774,0,53,325.63308981383,66.7867843264201,175.95575771132,14.5876587956149,11.6701270364919,920.073648600156,32579.0840687881,1470.8068164984,10250.1752735073,41.2102618047664,0.77582794431634,69,0.592735803271168,1.32570810927322,8.75245201725772,8.94476011092328,16843.0053637689,9.53700919534451,116.12705854037,0.995784847771118,0.992528207767158,1011,3,504.167314017435,560.185904463816,2.26315789473684,3,1,5
0.0295857988165681,13.17384851948,24.1638300077927,24189.7378783118,110249.026283646,30311.1247080548,0.545188760028172,0.233423054226597,2674.47336698406,110,904,15,0,14050.5249547424,0,4828.58826208474,315.093429985281,-3817.24941198908,0,763.833616827613,0,48,315.093429985281,60.1564325541463,163.958890110414,15.0308770253428,12.0247016202742,967.651138822897,32621.6944500924,1350.02168280327,8431.95657178064,136.803099024877,0.883136388402485,92,0.495285141692313,1.45925551700732,10.0736660506142,8.969586221722,16576.7664376701,9.02778736550356,144.783849808955,0.997010017514243,0.994011768555369,1014,3,696.245420110376,773.606022344862,2.81818181818182,3,1,6
0.015732546705998,13.8123133908664,25.8080236466655,24399.3466822645,101289.439252338,36064.9239203225,0.535194541820371,0.238132673247755,3253.80108606608,125,892,15,0,17859.7726092106,0,4922.14997074423,229.972418487745,-3809.24765446814,0,727.625789999549,0,34,229.972418487745,54.1333200079943,151.163740403876,15.6656323615558,12.5325058892447,974.94889951293,32187.6585951686,1247.19579599918,7788.3119129041,291.434494798024,0.977539252076587,107,0.415592914713617,1.57720761093267,8.08303224148523,8.5941190195076,15469.9650909217,8.75744784334296,152.766723365523,0.997901226560714,0.9954066297097,1017,3,882.929897788348,981.033219764831,3.36,4,1,7
0.0166666666666667,14.4699207050292,28.1650948695766,25258.6886277261,92316.4582313801,41945.2899608323,0.513753664670215,0.247682153261645,3980.5622733971,139,881,15,1,21754.1893707506,0,5214.05435774628,246.221747208769,-3894.41676154,0,783.569283675139,0,35,246.221747208769,47.1165332818284,139.017478254102,16.0119576163595,12.8095660930876,968.612521974254,31650.3068495813,1123.74224181185,6391.61822185526,452.836049635429,1.0598187538698,125,0.366216453328986,1.72584982920023,9.42439138875681,8.7880362055011,14635.507794691,8.38422929979646,145.52515799991,0.998007972881723,0.996361005782872,1020,3,1073.41584899751,1192.6842766639,3.89928057553957,4,1,8
0.0146627565982405,15.1159690673839,30.4097148584311,26171.0410104925,83327.0396220998,47731.8086213987,0.497076974833683,0.255425651750449,4399.52896730146,152,871,15,2,25677.4788457152,0,5598.46687271676,403.50133193226,-3923.28947496461,0,893.685331141291,0,56,403.50133193226,41.1899655361415,126.476789369215,16.8283487771078,13.4626790216862,976.229792400445,30883.9492146327,1015.59483074436,4712.90820414015,613.486016288555,1.13479892631161,141,0.333843509044662,1.84039540395811,6.637053399424,8.2484641426066,14220.335996388,8.21343556654953,156.468001218652,0.998609085067976,0.998503923149135,1023,3,1271.67606581989,1412.97340646655,4.43421052631579,5,1,9
0.00389863547758285,15.814664569759,32.1496956552951,26559.6725987215,74971.2614603034,52332.0434749285,0.491907131542451,0.260580149696978,4731.23496165752,165,861,15,2,29450.621631856,0,5634.72114492351,399.923644732268,-3773.14278614079,0,825.612326489779,0,53,399.923644732268,36.1661252391738,114.362918565299,17.5569845144822,14.0455876115857,1016.1961366328,30402.4847549274,945.653889881226,3842.81215620584,879.435174155564,1.19793671903859,156,0.29656240874834,2.01931934350991,9.72203794722521,7.79424575436737,13152.7847163374,7.83168081887955,178.737066228258,0.999426182219812,1.00158713064222,1026,3,1461.65471405045,1624.06079338939,4.96363636363636,5,1,10
0.00291545189504372,16.5469481870793,34.2051991610396,26609.4713377222,67520.0267396624,56968.6874539898,0.483755352780599,0.269768551492916,5734.63081384989,179,850,15,1,33446.6064575702,0,5952.57337120773,300.150765441159,-3995.98482571429,0,873.98189419782,0,38,300.150765441159,31.4622323988475,104.376126069367,18.4624792966202,14.7699834372962,1021.97187447746,30116.643458418,880.469758899152,3507.17212069582,1190.39399525234,1.24424730401679,174,0.256867052712732,2.16826041547953,7.37580573614172,6.60632091568755,12272.2672736878,7.63143950281443,165.122465297956,0.999653939004472,1.00314905079453,1029,3,1656.43778005228,1840.48642228031,5.4804469273743,6,1,11
0.000968992248062017,17.5145431431464,36.648393451966,26855.3992487809,61558.4099345902,59404.533194195,0.477907528637024,0.280110509240156,6017.53890700157,185,847,9,3,37025.5525047407,0,5923.99832578758,504.856462907049,-3578.94604717043,0,774.361077302456,0,61,504.856462907049,28.0484444571062,96.7898979173186,19.6080893666372,15.6864714933097,1027.56284502661,30137.063087639,822.329718958589,3281.6638388581,1519.14704648106,1.30243712888695,179,0.236449352235717,2.294278416382,5.81194030028911,5.68646734094834,11705.3793720166,7.63400946375383,174.796378839564,1.00019456103056,1.00483232431128,1032,3,1840.19581571011,2044.66201745567,6.16756756756757,6,1,12
