"unemp","wage","price","gdp","hM","fM","rw","gini_hh","total_loans","n_open","n_vacant","n_openings","n_exits","lg_M","lg_L","lg_tax","lg_transfer","lg_deficit","lg_interest","lg_debt_repay","g_share_current","gov_transf_t","owner_pay_total","m_dist_total","n_transfer_recip","transfer_total","mean_M_bot30","mean_M_top30","median_wage_t","income_thresh_t","supply","nom_demand","real_demand","unmet_nom","inventory_total","avg_mu","n_hiring","utilisation","price_index","inflation","inflation_ma5","gdp_real","real_wage_index","inv_total","avg_a","avg_a_weighted","n_hh","n_births","lg_g_spend","tax_rev_smooth","mean_firm_age","med_firm_age","share_young_firms","g_n_firms_served","total_demand_nom","g_share_demand","bank_NW","bank_R","bank_new_loans","bank_dep_int_total","bank_loan_int_total","bank_profit","bank_dividend","bank_bad_debt","bank_headroom","total_M","sfc_check","period"
0.961333333333333,9.96989331209998,13.8269617131478,0,90160.399178357,395.081667566252,0.721047292885737,0.142319820359025,525.563057018076,30,1470,0,0,97943.0275623012,199106.712711045,59.1000518594455,215,1156.43619291967,1000.53624477912,1000.53624477912,0.9,5,11.7883415017071,0,43,215,42.7586957083897,77.9818447753253,9.9015034135008,7.92120273080064,57.9944813397003,9454.9124558908,683.802606244312,9454.9124558908,57.9944813397003,0.374,1,0,1,0,0,0,9.96989331209998,0,1.00010137675446,0.999904850684487,1500,0,0,2.95500259297228,0,0,1,0,0,0,11133.7673598385,0,0,189.917761115678,1005.89913311604,815.981372000361,407.990686000181,0,138646.528940963,188498.508408224,0,1
0.249333333333333,11.8488783011129,17.0781053765981,935.96562686826,100203.110361417,143.751761999669,0.693805199103015,0.150240467870007,11062.5031198515,180,1320,150,0,97112.0557032198,198111.17914749,1402.15224046671,340,-66.618676911489,995.533563555224,995.533563555224,0.9,5,151.018521488126,0,68,340,46.1509330519662,87.4911010957674,12.1957828088531,9.75662624708246,1126.61743988806,21970.9182117739,1286.496231712,21034.9525849057,1126.61743988806,0.44331860659284,35,0.0460056641349751,1,0,0,935.96562686826,11.8488783011129,0,1.00047172468982,1.00054834803558,1500,0,0,72.9148644866593,0.166666666666667,0,1,0,935.96562686826,0,11554.9212604773,1004.9990769396,10436.4948607342,198.935003268959,1041.24280454655,842.307801277595,421.153900638798,0,133374.012636114,197458.917826637,1004.9990769396,2
0.0186666666666667,12.1825065845197,17.7708076136997,19823.6152708267,99785.8375162023,16373.6674610285,0.685534774183707,0.159007080416617,29452.8344490985,255,1245,75,0,98116.2068322149,197120.623251752,3303.76942044512,350,-1897.59496902928,990.555895737448,990.555895737448,0.9,5,1649.82234843784,0,70,350,45.233244594938,88.5965909564353,13.2584995124601,10.6067996099681,1472.78409510918,28371.0600716899,1596.49807079214,8547.44480086315,1537.4473317879,0.472820122527037,132,0.416232780310838,1.00312210744835,0.312210744834718,1.83682890055511,19761.9164443024,12.1445898700294,0,1.00052818617155,1.00053267330787,1500,0,65.6185556783932,234.457592284582,0.823529411764706,1,1,41,19889.2338265051,0.00329919977062905,12011.0319514861,156.331177282496,18866.4050853237,216.32532291196,1128.54670492968,912.22138201772,456.11069100886,0,120685.064944478,214275.711809446,156.331177282496,3
0.000666666666666704,12.5556598519761,18.0564250797024,25434.9261501582,99221.6408979387,24054.6119827439,0.69535690462284,0.165581005697371,40241.906315483,320,1180,65,0,100030.659822485,196135.020135493,4223.55484901173,225,-2801.93989969684,985.603116258761,985.603116258761,0.9,5,4148.94516878193,0,45,225,44.480754856915,89.2404001570519,14.7623724924487,11.8098979939589,1498.95656404947,31071.7773621875,1720.8155670369,5636.85121202925,1754.4677484045,0.510581158275738,252,0.366919346932521,1.05045649096382,4.71870604426032,3.23377115748246,24213.2124166523,11.9525748662431,0,1.00051026063043,1.00057967807725,1500,0,211.011833056124,433.91245512094,1.453125,2,1,95,25645.9379832144,0.00822788517987661,12551.3302268595,-372.947537537897,11567.5643463449,225.843276155791,1306.43982690248,1080.59655074669,540.298275373345,0,116649.72152026,223306.912703168,-372.947537537897,4
0.0013333333333333,13.4380556581502,19.0714232666956,26362.5823392511,100665.171584529,26599.5795868393,0.704617346604491,0.176540943551119,47595.9552204318,341,1159,21,0,101437.448345029,195154.345034816,3963.62927368463,305,-2287.43296339832,980.675100677467,980.675100677467,0.9,5,3970.20335358824,0,61,305,44.4889668292213,92.7371858061113,15.7829322593985,12.6263458075188,1486.90638247074,32401.7380511902,1698.96801083396,6039.1557119391,2027.93093121554,0.577652169507281,294,0.296743430851741,1.09408434106669,4.15322771368052,5.3585350580759,24095.5668130198,12.2824677712219,0,1.00078313085834,1.00068798929319,1500,0,390.521209608846,610.398296049124,2.30205278592375,3,1,119,26753.10354886,0.0145972301454904,13131.5094558822,-862.980794131872,8310.32033309863,231.617233036266,1391.97569108183,1160.35845804556,580.179229022781,0,116547.912978096,228702.199516397,-862.980794131872,5
0.0193333333333333,14.4715671316844,20.7105783908163,27516.3926391586,100454.462297008,28739.1650489617,0.698752437454936,0.193640688607956,53142.3585357305,355,1145,14,0,102895.347912925,194178.573309642,4127.36403634369,270,-2332.2338447254,975.77172517408,975.77172517408,0.9,5,2791.62593019418,0,54,270,42.5711003991711,95.4018257224589,16.4643732316966,13.1714985853572,1396.10871178662,33420.1617868431,1613.6759271611,5903.76914768446,2209.57397828416,0.644239370320044,322,0.277772791348672,1.17050297350062,6.98471128463676,7.15419534244398,23508.1783319742,12.3635458083497,0,1.00095120837226,1.0009592120655,1500,0,549.358466444212,786.246583063853,3.17183098591549,4,1,137,28065.7511056028,0.0195739805564848,13742.9169138903,-1430.44486159226,6583.81895240606,235.286018468803,1458.10093448491,1222.81491601611,611.407458008056,0,118644.102887898,232088.975258894,-1430.44486159226,6
0.00600000000000001,15.0334582903206,21.4880759111749,27644.0141537118,100944.510365933,29509.7246477396,0.699618632792638,0.212612856917215,57228.5534642148,396,1104,60,19,104379.495541332,193207.680443094,4250.65993834754,220,-2352.14514704187,970.892866548209,970.892866548209,0.9,5,5157.68274873598,0,44,220,40.6389935089287,98.9927971479647,17.3718078503598,13.8974462802879,1470.60586141243,34188.0994340723,1591.02655702611,6544.08528036049,2370.86188464571,0.700701595118792,368,0.227653401602217,1.29485509668219,10.6238195029672,8.59117333019107,21349.1179241169,11.6101472117158,0,1.00089340443261,1.00116203284818,1500,0,707.621924757467,959.467250828037,3.4520202020202,4,1,142,28351.6360784693,0.0249587686156443,13384.3555468936,-2150.06458053732,8927.01315943019,238.285239355449,1493.14032486195,1254.8550855065,627.42754275325,985.988909749915,110075.890871956,234833.730555004,-2150.06458053732,7
0.00266666666666671,16.2753151682659,23.7756130687895,31073.0762270696,101600.944138808,32046.4176087059,0.684538191346607,0.220970073412804,65031.276174814,411,1089,18,3,106491.355957135,192241.642040878,4898.07182607316,95,-2973.51932247794,966.038402215468,966.038402215468,0.9,5,4271.38655464498,0,19,95,40.2483759004655,101.167239985008,18.4422968515707,14.7538374812566,1476.37232767339,36196.4901779725,1522.42089712874,5123.41395090292,2644.98043746337,0.782235118334115,391,0.224350801570542,1.41515376698026,9.29051216667511,5.22982737088077,21957.3850927699,11.500739741516,0,1.00100324055376,1.00102973476478,1500,0,863.514101379758,1156.39747959029,4.23844282238443,5,1,180,31936.5903284493,0.0270383936575263,14034.8157846187,-3028.77494856928,9291.13421511131,243.927453147469,1544.84792859769,1300.92047545023,650.460237725113,0,110403.92113292,240138.717704649,-3028.77494856928,8
0.0093333333333333,15.0775477534667,23.935003246524,23772.7120447585,95714.3265830913,15383.8223853214,0.629937150965557,0.261505231166462,32830.6705993722,433,1067,150,128,106838.519356814,191280.433830674,3968.84619576202,765,-1201.88025392636,961.208210204391,961.208210204391,0.9,5,2995.88303461725,0,153,765,31.7507332931411,99.4142789011313,19.1937368623937,15.354989489915,1485.39762343717,35285.3205901113,1474.21415517191,11512.6085453528,2099.14771525332,0.834474838766435,413,0.120928976898014,1.58360795393973,11.9035959829958,3.50594177244951,15011.7407440498,9.52101037125789,0,1.0004697250981,1.00049425328218,1500,0,1040.75773163126,1297.01991539888,2.89838337182448,2,1,108,24813.4697763897,0.0419432566670525,1951.81576156659,-305.83257890644,0,232.130007100888,1293.66782472998,1061.53781762909,0,13144.5378406812,0,217936.668325227,-305.83257890644,9
0.0053333333333333,15.2293647579168,26.1762123877762,26984.8650363027,94378.4264210607,7071.3192649743,0.58180169584155,0.273672395839478,21138.6699781884,437,1063,75,71,107331.184715555,190324.03166152,4515.94910154946,1050,-1342.2290085371,956.402169153369,956.402169153369,0.9,5,2469.82245285492,0,210,1050,29.6233514172747,99.7634168764643,19.8717943851294,15.8974355081035,1483.73915171279,36150.0687528061,1381.02748469781,9165.20371650338,2009.07661627985,0.892754727317822,388,0.126651178478698,1.38322608850346,-12.6535020828709,0.971472742411135,19508.6437861349,11.0100329111011,0,1.00010707885804,0.999495659318309,1500,0,1167.31792385899,1457.96637470641,2.69565217391304,1,1,107,28152.1829601617,0.0414645615763036,-1595.54870962192,2778.93346671827,0,230.863660625753,1169.45149609864,938.58783547289,0,4485.95230666139,0,208780.93040159,2778.93346671827,10
0.012,15.1991419845738,27.2478370188091,26211.4676915116,93764.9896895318,164.438736908177,0.557810954832193,0.274941614882733,11794.9666913241,441,1059,75,71,107561.018042068,189372.411503213,4457.91219564846,1120,-1074.12230010509,951.620158307602,951.620158307602,0.9,5,2301.70853450636,0,224,1120,29.0238150836171,99.1504756394568,19.7660550734271,15.8128440587417,1468.81444378464,36001.583502576,1321.26390354303,9790.11581106438,1921.4528989099,0.936324319781935,362,0.10988913683317,1.36061426053192,-1.63471670751956,0.249027748724258,19264.4369913221,11.1707942695175,0,1.00016600349876,1.00021785806074,1500,0,1312.16973723577,1607.96366575351,2.48979591836735,2,1,103,27523.6374287474,0.0476742850806942,-3497.65723362752,5699.68389643735,0,228.372674322668,1069.90737799157,841.534703668902,0,2743.64322767451,0,201490.446468508,5699.68389643735,11
0.00600000000000001,15.6529449742022,28.8785515951672,28129.0627593682,95229.9129382773,-6450.38357235298,0.542026663720273,0.274666429960167,6964.55497145873,468,1032,64,37,108318.207957867,188425.549445697,4950.52031196756,960,-1596.49095527334,946.862057516064,946.862057516064,0.9,5,2612.86674656636,964.984690236639,192,960,29.6467577807587,100.916486946168,20.1061538165985,16.0849230532788,1484.72781854995,36893.8092140928,1277.55054101352,8764.74645472457,2037.50351092292,1.01107694179937,377,0.109336712589067,1.33274172844513,-2.04852564722472,-0.212258700004054,21106.1619509622,11.744919994712,0,1.00027172164121,1.00049661128153,1500,0,1447.16729917816,1775.09149806421,2.64957264957265,3,1,123,29576.2300585464,0.0489300798754095,-4491.15572966991,10760.7820466442,0,230.581939430179,1016.30073036407,785.718790933889,0,1779.21728697628,0,197097.737323792,10760.7820466442,12
0.0033333333333333,16.7313747553467,31.3221430973769,31698.7379094426,96171.4488208206,-11519.628395974,0.534170816579528,0.268889797844981,4737.6170318477,482,1018,34,20,109545.740058835,187483.421698468,5441.05173572484,840,-2061.34164023856,942.127747228484,942.127747228484,0.9,5,2928.03730203858,0,168,840,30.8169593943351,101.131830756502,20.9778865305524,16.7823092244419,1480.29202430948,38794.6017609824,1238.56792430756,7095.86385153982,2344.89918946513,1.12474156326098,379,0.110931914731536,1.40841863139704,5.67828719824073,3.9748489162044,22506.6164298039,11.8795465938635,0,1.000282084298,1.00065360588293,1500,0,1597.58234825779,1958.38950994724,3.21784232365145,3,1,162,33296.3202577004,0.0479807478992614,-4556.21365014843,16466.3953801436,0,236.529631067162,989.251724960215,752.722093893052,0,817.780014371573,0,194197.560483682,16466.3953801436,13
