"unemp","wage","price","gdp","hM","fM","rw","gini_hh","total_loans","n_open","n_vacant","n_openings","n_exits","lg_M","lg_L","lg_tax","lg_transfer","lg_deficit","lg_interest","lg_debt_repay","owner_pay_total","m_dist_total","n_transfer_recip","transfer_total","mean_M_bot30","mean_M_top30","median_wage_t","income_thresh_t","supply","nom_demand","real_demand","unmet_nom","inventory_total","avg_mu","n_hiring","utilisation","price_index","inflation","inflation_ma5","gdp_real","real_wage_index","inv_total","avg_a","avg_a_weighted","n_hh","n_births","lg_g_spend","tax_rev_smooth","mean_firm_age","med_firm_age","share_young_firms","g_n_firms_served","total_demand_nom","g_share_demand","bank_NW","bank_R","bank_new_loans","bank_dep_int_total","bank_loan_int_total","bank_profit","bank_dividend","bank_bad_debt","bank_headroom","total_M","sfc_check","period"
0.96,9.97252651119626,13.6854043034495,0,223097.114220266,1954.9898867766,0.728697982907427,0.192386309620265,1293.05975762236,30,1470,0,0,91977.9289683414,320415.195964548,59.7860082533131,8,1582.98539972907,1634.77140798239,6539.08563192954,0.0845207767267624,0,4,8,90.6149926942115,208.104332170128,9.62248621428556,7.69798897142845,60.0268738964719,22750.5561829614,1662.39562080216,22750.5561829614,60.0268738964719,0.374,0,0,1,0,0,0,9.97252651119626,0,1.00044789827453,1.00044789827453,1500,0,0,2.98930041266566,0,0,1,0,0,0,4678.22264678628,5.82076609134674e-11,0,324.278985546224,1654.83612835928,1330.55714281306,665.27857140653,0,57184.7233272062,317030.033075384,5.82076609134674e-11,1
0.464,11.2941050773038,16.4811041042409,961.754388808542,230312.354110393,164.540348051639,0.685275998857237,0.189196964798596,6888.37307967155,105,1395,75,0,84924.3019628288,314006.892045257,934.056865375584,69.281900742856,737.30101519001,1602.07597982274,6408.30391929095,129.425870391689,0,16,69.281900742856,94.3735417055102,213.665132631203,11.2808752809231,9.0247002247385,803.973048072721,30965.4922996128,1878.84817083613,30003.7379108043,803.973048072721,0.45902221806611,7,0.0714588128377339,1,0,0,961.754388808542,11.2941050773038,0,1.00002450817,0.99996647770239,1500,0,0,49.5426786608116,0.285714285714286,0,1,0,961.754388808542,0,5344.44551069664,532.297420547751,5523.27820143422,322.553311276818,1654.99903909753,1332.44572782071,666.222863910354,0,59917.1958040364,315401.196421273,532.297420547751,2
0.256666666666667,11.519919985472,16.6606906024325,13765.7572610315,231030.40166719,10751.4917095399,0.691443125640305,0.187771996735695,19443.062456966,142,1358,37,0,79110.9951763128,307726.754204352,2048.02631827353,81.2223020226465,-381.906752426359,1570.03446022628,6280.13784090513,869.291287007313,0,16,81.2223020226465,95.4379642960754,214.014091292887,12.0002588240617,9.60020705924934,1114.8809197111,35949.1782317862,2157.72437587537,22183.4209707546,1116.27973290685,0.454844297351212,28,0.565207458313992,1.00138140013078,0.138140013077881,0.24529455796142,13746.7674746443,11.5040283192473,0,0.999974637346025,0.999893201534623,1500,0,14.8628035982435,149.466860641448,0.950704225352113,1,1,1,13780.6200646298,0.00107852937883334,6024.64303807814,91.2996890622308,13043.4865510373,328.44468297231,1688.83973773532,1360.39505476301,680.197527381505,0,55864.9755190108,320892.888553042,91.2996890622308,3
0.0746666666666667,11.740175759392,16.7884522602736,19515.8433077501,230710.96427895,15987.5383527334,0.699300660798417,0.184026055281994,26468.5720499115,179,1321,37,0,74173.6616937847,301572.219120264,2770.16548383421,48.6010482374498,-1138.09060638257,1538.63377102176,6154.53508408703,1324.49068885885,0,9,48.6010482374498,96.8158833590912,213.116751792722,12.5144068648497,10.0115254918798,1364.10817453444,40038.3614645091,2384.87508221658,20522.5181567589,1372.57899109659,0.454204675422728,65,0.619129042989397,1.0137273674899,1.23289361650891,0.288786577789946,19251.5699325288,11.5811964201598,0,0.999610129374924,0.999569971139934,1500,0,44.8400581924343,280.501791801086,1.54748603351955,2,1,4,19560.6833659425,0.00229235642505753,6783.55433653142,-27.2873824994313,7756.25887786547,328.649147430908,1846.47174433746,1517.82259690655,758.911298453277,0,58325.8571567312,320872.164325468,-27.2873824994313,4
0.048,11.8471245065111,16.9458757481745,21242.8107741105,228760.114098838,18079.6860250077,0.699115506484662,0.183611215213935,28990.8821483873,191,1309,37,25,69610.5610107598,295540.774737859,3036.8070136362,50.6253428078932,-1394.17003768666,1507.86109560132,6031.44438240529,1622.19580533238,0,9,50.6253428078932,96.2225391882622,211.118744206529,12.8031871428372,10.2425497142698,1412.7886942042,40981.4716493952,2418.37437370624,19738.6608752847,1418.83275452647,0.474500729430814,104,0.55329428131943,1.01226191469438,-0.144560839779695,0.960650018080496,20985.4885042515,11.7036157683439,0,0.999634878422214,0.9994900425031,1500,0,84.1505375403257,418.317052892842,1.86387434554974,2,1,6,21326.9613116509,0.00394573499293378,7539.43874014444,-252.090495209792,7398.48700532052,324.256657792785,1861.57536121303,1537.31870342024,768.659351710122,12.7749480971045,65252.1021034181,316450.361134605,-252.090495209792,5
0.0053333333333333,12.2424241629311,17.4257582021031,25451.9456992377,225824.696834469,22755.5194487643,0.702547574742176,0.183470152620395,34092.3931754217,226,1274,37,2,66054.3362580605,289629.959243102,3905.46347324704,17.2843026428302,-2284.98018104707,1477.7038736893,5910.81549475718,2385.82536523451,0,3,17.2843026428302,95.5016782369586,208.528404298282,13.2339166348307,10.5871333078646,1446.96031756379,42115.307762839,2416.84219845058,16663.3620636013,1465.73629889938,0.485728816556654,155,0.560121901194871,1.01446318045766,0.21746009914263,1.03408978806684,25089.077838937,12.0678841763465,0,0.999795323186354,0.999866168531321,1500,0,125.495115867852,592.674373910552,2.37610619469027,3,1,13,25577.4408151056,0.00490647663990438,8342.0225214115,-425.745316497865,6297.76003466713,322.565212832956,1927.73277536709,1605.16756253413,802.583781267066,0,70182.8883422221,314634.552541293,-425.745316497865,6
0.0393333333333333,12.3659164450977,18.5691809763569,19343.8024190568,224842.66229497,17505.8638762644,0.665937634020721,0.189228470774216,30195.9763851588,204,1296,37,59,61603.4169846092,283837.36005824,2925.25743587212,23.6797523307843,-1275.62557515266,1448.14979621551,5792.59918486204,1536.78059915807,0,4,23.6797523307843,93.4628307578382,210.09318900016,13.3506371592721,10.6805097274177,1430.07792090968,41361.4411794552,2227.4240976012,22017.6387603984,1433.41272397001,0.548296862225745,124,0.439054995970346,1.04854221658117,3.35931720145275,0.843198750370848,18448.2819224278,11.7934368779327,0,0.99992483852562,0.999590753994663,1500,0,177.802312173165,709.30352700863,2.29411764705882,2,1,7,19521.60473123,0.00910797624586279,9065.28094844548,-667.162911194202,7757.9226507743,311.6168700194,1816.0149423351,1504.3980723157,752.199036157848,28.9406091238703,83120.0354704097,303951.943155844,-667.162911194202,7
0.0493333333333333,12.5550224377639,18.783721671267,21298.191177226,221126.203406987,18820.2036551421,0.668399088183305,0.196408624800635,29887.6724418866,196,1304,37,45,57372.2999714183,278160.612857075,3071.00826944797,55.0036400648714,-1384.02677098931,1419.1868002912,5676.7472011648,1584.44140400174,0,9,55.0036400648714,90.0622712916426,208.119170865729,13.7097528010213,10.967802240817,1400.4760390806,41360.714632406,2201.9446069452,20062.52345518,1406.15567537155,0.561690842879272,109,0.487492226690284,1.05384090789662,0.505338863009586,0.809733194340674,20210.0630347852,11.9135842456739,0,1.00041069094433,1.00029209032987,1500,0,212.791058102589,827.388764130597,2.22448979591837,2,1,9,21510.9822353286,0.00989220556154387,9475.7289654698,-1025.73809334572,8225.26272938342,304.917651349641,1777.04984047494,1472.1321891253,736.066094562648,325.618077538327,88558.939626486,297318.707033547,-1025.73809334572,8
0.0513333333333333,12.8153652430843,19.3960163645894,22157.5436366956,218225.237611706,18855.3712408681,0.660721511169726,0.201052658151255,29692.5856981373,196,1304,37,37,53429.2408720857,272597.400599934,3281.43470518396,79.6341538219434,-1562.78085783746,1390.80306428538,5563.2122571415,1819.6261969703,0,13,79.6341538219434,87.4866111366023,207.257823628898,13.9929385803557,11.1943508642845,1405.40897444535,41492.7415156966,2139.24038502299,19335.197879001,1417.4465080446,0.580341415816115,121,0.491366020398523,1.0567752059545,0.278438428028971,0.722196888912732,20967.1304851277,12.1268602545508,0,1.00022772304272,1.00038323911724,1500,0,248.216629239179,950.091061183265,2.25510204081633,2,1,11,22405.7602659347,0.0110782506950484,10202.9638098666,-1270.72925164684,7766.55098362812,297.99210910485,1752.46179789843,1454.46968879358,727.23484439679,0,97844.4619251952,290509.84972466,-1270.72925164684,9
0.0433333333333333,12.7084024677013,19.2546449909716,23244.0513742786,214995.947816573,19559.9755789476,0.660017490515159,0.205520611945629,29932.8217298266,197,1303,37,36,49779.5103293268,267145.452587935,3431.33638000424,62.5312026411974,-1748.78822836776,1362.98700299967,5451.94801199867,2054.99883553102,0,10,62.5312026411974,85.4323088949858,206.276906417882,14.1103607789681,11.2882886231745,1413.47132985387,41524.4143497309,2156.59205190236,18280.3629754523,1413.47132985387,0.588081476966074,121,0.467760252246065,1.05347924434888,-0.311888619930567,-0.228001457329803,22064.0809953927,12.063268010141,0,1.0003414324773,1.00015170158539,1500,0,257.02994599561,1074.15332712431,2.2994923857868,2,1,7,23501.0813202743,0.0109369412620972,10842.1653725599,-1626.90381117567,8272.65543475189,291.720350346891,1721.37878916136,1429.65843881447,714.829219407237,75.627656713973,105594.245427172,284335.433724848,-1626.90381117567,10
