"hh_id","x","y","M","L","employed","firm_id","wage","firm_owner","unemp_spells","emp_spells"
1,67543.42,46477.59,250.7001,0,1,835,52.1923,0,0,7
2,46130.11,52568.17,155.3013,0,0,0,18.485,0,1,0
3,22645.82,81508.02,37.1946,0,1,539,45.3882,0,0,25
4,22847.62,74446.58,311.8843,0,1,1499,49.1569,0,0,2
5,32965.2,66628.74,197.0175,0,1,446,35.2922,0,0,66
6,49851.93,47549.73,144.7478,0,1,1229,58.909,0,0,10
7,33630.74,68482.34,190.6198,0,1,389,42.1221,7,0,7
8,30141.25,69787.14,108.9115,0,1,251,40.689,0,0,23
9,62877.95,70305.33,73.5097,0,1,1414,40.9355,0,0,1
10,49626.65,46132.52,124.7798,0,1,175,42.9373,0,0,56
11,37725,62248.03,132.9979,0,1,691,41.1434,0,0,47
12,68572.26,46089.11,179.969,0,1,475,30.7383,0,0,8
13,63339.02,63182.18,94.0547,0,1,1312,23.5417,13,0,8
14,27610.45,84553.78,133.8296,0,1,157,36.7723,0,0,26
15,27996.64,74030.36,168.3777,0,0,0,18.485,15,0,0
16,20945.09,87608.2,155.0745,0,1,16,19.6621,16,0,4
17,19624.26,84990.07,134.7839,0,1,1499,49.1569,0,0,6
18,57895.57,73382.51,175.6716,0,1,206,41.5917,0,0,8
19,66979.4,47564.66,116.868,0,1,837,33.2126,0,0,25
20,45289.41,62937.78,132.8344,0,1,477,38.6437,0,0,4
21,65256.15,45967.88,172.7444,0,1,475,30.7383,0,0,4
22,66039.7,40424.81,85.9281,0,1,835,52.1923,0,0,27
23,64044.75,63723.7,217.2808,0,1,833,43.2807,0,0,22
24,33077.61,83411.72,101.0249,0,1,85,42.4987,0,0,1
25,29085.07,76116.07,74.5625,0,1,251,40.689,0,0,52
26,47128.81,51351.14,193.1679,0,1,81,51.7324,0,0,12
27,67236.98,21445.43,109.6908,0,1,1427,48.822,0,0,17
28,66227.57,36938.03,57.8275,0,1,473,43.4589,0,0,6
29,39758.98,61650,234.9569,0,1,742,41.2847,0,0,13
30,26571.42,82200.79,130.2488,0,0,0,18.485,0,3,0
31,38936.93,60542.24,181.8817,0,1,31,22.9018,31,0,2
32,32019.68,68158.6,116.6179,0,1,1156,32.5665,0,0,1
33,67757.9,44342.27,295.5354,0,1,112,36.0858,33,0,3
34,51789.93,43412.28,69.1423,0,1,1368,40.6243,0,0,10
35,34946.94,65153.29,121.2555,0,1,897,48.2372,0,0,45
36,61914.63,29601.05,179.8981,0,1,1199,42.6859,0,0,47
37,21492.86,83755.27,169.7686,0,1,910,22.9433,0,0,50
38,55842.98,41668.53,63.8739,0,1,1368,40.6243,0,0,1
39,69683.07,19923.29,544.8026,0,1,39,33.1987,39,0,7
40,28331.33,72078.33,178.8325,0,1,370,41.1858,0,0,20
41,56469.69,33785.62,110.6353,0,0,0,18.485,0,2,0
42,53251.93,30320.77,149.8147,0,1,1378,37.7997,0,0,7
43,59047.4,66477.62,370.4404,0,1,237,33.7433,0,0,5
44,29444.65,69753.4,101.113,0,1,370,41.1858,0,0,4
45,70177.11,14656.91,206.4539,0,1,922,36.4834,0,0,8
46,72135.84,18664.61,586.1308,0,1,1460,34.3068,0,0,21
47,43428.75,58316.28,304.0878,0,1,233,20.6735,0,0,1
48,47092.38,53331.54,114.6117,0,1,81,51.7324,0,0,10
49,70869.46,25470.61,306.971,0,1,1427,48.822,0,0,21
50,26146.9,73352.17,122.5379,0,1,492,43.8708,0,0,58
51,25995.3,84598.91,73.2702,0,1,492,43.8708,0,0,62
52,25166.86,79823.47,220.1199,0,1,539,45.3882,0,0,5
53,70122.87,16993.44,147.2744,0,1,677,36.4182,0,0,53
54,65115.07,66028.54,216.8713,0,1,833,43.2807,0,0,10
55,49888.57,62096.88,178.0962,0,1,1403,21.8275,0,0,1
56,27437.93,77030.96,229.911,0,1,492,43.8708,0,0,10
57,55667.95,40091.27,30.5289,0,1,962,44.2675,0,0,36
58,64736.04,56823.95,132.2364,0,1,1404,46.5596,0,0,3
59,60595.2,24921.51,68.6649,0,1,1378,37.7997,0,0,7
60,65571.16,61887.38,51.8406,0,1,976,43.9726,0,0,22
61,22972.33,79522.45,107.2062,0,1,740,28.7367,0,0,20
62,63864.48,64778.36,172.7056,0,1,1404,46.5596,0,0,30
63,53789.51,26269.82,113.8388,0,1,1133,44.6343,0,0,54
64,26583.99,70307.01,89.1895,0,1,389,42.1221,0,0,2
65,58645.02,39721.47,60.8058,0,1,962,44.2675,0,0,15
66,34783.22,66663.41,125.2705,0,1,742,41.2847,0,0,6
67,49499.16,51034.55,259.3854,0,1,399,21.4072,67,0,1
