"hh_id","x","y","M","L","employed","firm_id","wage","firm_owner","unemp_spells","emp_spells"
1,27756.93,77609.68,115.0427,0,1,1121,42.6072,0,0,15
2,35252.21,64292.3,205.8621,0,1,2,25.1751,2,0,6
3,70345.8,17463.75,173.4212,0,0,0,25.3812,0,1,0
4,56436.72,34117.92,74.5932,0,1,228,17.4565,0,0,9
5,63592.63,66877.82,97.1456,0,1,882,33.3879,0,0,10
6,72416.2,22431.42,137.7623,0,1,1044,23.0308,0,0,11
7,36929.16,65040.32,93.1454,0,1,1140,34.3852,0,0,20
8,60053.2,71609.8,135.4913,0,1,791,33.8917,0,0,10
9,40782.05,62001.84,136.1543,0,1,1140,34.3852,0,0,17
10,61272.55,19040.76,158.2718,0,1,566,31.6887,0,0,3
11,29262.96,70611.34,133.0613,0,1,738,15.3004,11,0,4
12,62145.44,18658.16,180.9896,0,1,609,18.8428,0,0,7
13,63498.89,63573.41,113.2754,0,1,1263,31.3895,0,0,53
14,68052.85,47700.17,87.9248,0,1,456,19.2405,0,0,21
15,26232.99,80008.06,64.7251,0,1,598,36.9296,15,0,9
16,26082.56,85488.59,180.2305,0,1,779,32.0867,0,0,18
17,42720.04,58478.83,175.9105,0,1,1330,29.8844,0,0,35
18,68421.41,46207.2,162.1778,0,1,1154,32.3297,0,0,39
19,56002.76,32413.96,88.0815,0,1,510,29.4137,0,0,79
20,34265.8,65219.33,179.8178,0,1,1140,34.3852,0,0,18
21,59377.64,39278.77,36.4521,0,1,571,34.413,0,0,2
22,63235.55,62664.77,124.8954,0,1,1263,31.3895,22,0,6
23,59503.46,50572.53,33.4575,0,0,0,13.7294,0,1,0
24,45015.19,54917.75,184.5724,0,1,1208,28.277,24,0,6
25,56938.38,37039.09,222.036,0,1,1286,31.1065,0,0,23
26,63268.19,65747.29,215.6794,0,1,26,33.0165,26,0,8
27,26881.28,74535.84,90.5823,0,1,478,38.5259,0,0,24
28,25439.64,69890.45,194.6889,0,1,478,38.5259,28,0,4
29,68827.42,43866.55,77.5358,0,1,1155,27.5892,0,0,18
30,68307.22,46631.24,137.9242,0,1,1154,32.3297,0,0,4
31,73307.99,26744.73,183.6327,0,1,31,35.728,31,0,9
32,57379.79,33110.41,125.94,0,1,63,33.2458,0,0,2
33,53336.44,29053.51,103.3475,0,1,763,30.1993,0,0,32
34,60501.78,19233.9,248.0722,0,1,609,18.8428,34,0,3
35,60779.89,22052.39,163.8774,0,1,163,33.2385,0,0,5
36,61224.78,65564.81,111.0405,0,1,913,33.1345,0,0,8
37,65786.69,18167.82,185.0989,0,1,485,20.4033,0,0,3
38,30151.18,70941.02,68.6863,0,1,465,34.4118,0,0,44
39,59102,27654.29,175.7917,0,1,165,23.8801,0,0,13
40,70036.87,20138.44,234.5182,0,1,1375,23.5606,0,0,38
41,62587.61,65005.7,89.9951,0,1,26,33.0165,0,0,76
42,64852.67,56365.2,184.746,0,1,1212,22.3004,42,0,2
43,37461.26,62049.21,257.0769,0,1,336,30.4455,43,0,10
44,46237.65,52763.98,111.305,0,1,1080,30.5042,0,0,27
45,66853.95,67123.72,213.5528,0,1,45,31.8998,45,0,7
46,40664.32,59159.19,145.1482,0,1,422,17.9551,0,0,14
47,43685.8,57795.6,148.9279,0,1,1208,28.277,0,0,14
48,68897.19,40696.44,176.9991,0,1,48,18.2292,48,0,4
49,67111.4,39280.71,169.0003,0,1,1276,37.4583,0,0,57
50,55802.85,35534.83,211.1938,0,1,571,34.413,50,0,5
51,54087.52,52204.09,108.1004,0,1,722,28.396,0,0,9
52,52225.7,42949.63,96.1542,0,1,1339,35.5934,0,0,22
53,68404.09,43143.7,161.1142,0,1,1276,37.4583,0,0,32
54,26597.18,84803.6,99.3085,0,1,138,36.6946,0,0,28
55,27219.99,78436.69,148.7944,0,1,1356,25.1725,0,0,9
56,40946.31,63078.05,226.4788,0,1,530,27.525,0,0,4
57,45675.09,53674.28,109.9536,0,1,917,27.1922,0,0,32
58,55488.8,28159.16,175.6771,0,1,1438,32.6542,58,0,5
