"unemp","wage","price","gdp","hM","fM","rw","gini_hh","total_loans","n_open","n_vacant","n_openings","n_exits","lg_M","lg_L","lg_tax","lg_transfer","lg_deficit","lg_interest","lg_debt_repay","owner_pay_total","m_dist_total","n_transfer_recip","transfer_total","mean_M_bot30","mean_M_top30","median_wage_t","income_thresh_t","supply","nom_demand","real_demand","unmet_nom","inventory_total","avg_mu","n_hiring","utilisation","price_index","inflation","inflation_ma5","gdp_real","real_wage_index","inv_total","avg_a","avg_a_weighted","n_hh","n_births","lg_g_spend","tax_rev_smooth","mean_firm_age","med_firm_age","share_young_firms","g_n_firms_served","total_demand_nom","g_share_demand","bank_NW","bank_R","bank_new_loans","bank_dep_int_total","bank_loan_int_total","bank_profit","bank_dividend","bank_bad_debt","bank_headroom","total_M","sfc_check","period"
0.96,9.61385391427965,13.2100616809377,0,221606.026874635,1961.27428052964,0.727767526487221,0.192412528710023,1284.52230012312,30,1470,0,0,92015.2604643133,318946.694395661,57.6557295087747,6,1575.62332353031,1627.27905303909,6509.11621215634,0,0,3,6,89.4578030815685,206.246825112845,9.31491131274229,7.45192905019383,59.9688981150717,22583.8557324199,1709.59502520785,22583.8557324199,59.9688981150717,0.374,0,0,1,0,0,0,9.61385391427965,0,0.999481635251194,0.999481635251194,1500,0,0,2.88278647543873,0,0,1,0,0,0,4648.65507630572,5.82076609134674e-11,0,322.798178262735,1647.2112956272,1324.41311736447,662.206558682234,0,56823.6661536984,315582.561619478,5.82076609134674e-11,1
0.456,11.5400795207146,16.7750214044689,926.957286254379,229008.237120807,190.892358415392,0.687932327623755,0.187818903002956,7131.95203875651,105,1395,75,0,85027.0329476939,312567.760507747,956.300234168763,62.8756513610105,701.308889170551,1594.7334719783,6378.93388791321,35.3668464353794,0,15,62.8756513610105,93.7288081046814,211.553681576717,11.5535850263146,9.24286802105164,816.185618076025,31051.0461408557,1851.02870465391,30124.0888546013,816.185618076025,0.456397789899557,5,0.0713749755037436,1,0,0,926.957286254379,11.5400795207146,0,1.00023215239269,1.00022747313238,1500,0,0,50.5536588601049,0.285714285714286,0,1,0,926.957286254379,0,5311.66548135819,562.564073822694,5758.42538501181,321.34098700449,1647.36179710942,1326.02081010493,663.010405052466,0,59263.8664782208,314226.162426916,562.564073822694,2
0.256,11.6485792264482,16.8181365327004,14167.8411227775,229457.539066547,10968.742198058,0.692620089258957,0.187719280119314,19714.9091455574,142,1358,37,0,79364.5100320727,306316.405297593,2134.23253652878,67.5884724039401,-503.805261586101,1562.83880253874,6251.35521015495,947.510270470955,0,13,67.5884724039401,94.3605451400189,212.500090532773,12.0822860226505,9.66582881812039,1116.13330868498,35852.0208974727,2131.74752314347,21684.1797746952,1116.13330868498,0.453149576503628,27,0.574673028736293,1.00155660281429,0.15566028142866,0.221000747080646,14145.8216969137,11.6304751960266,0,1.00018371410753,1.00011945222668,1500,0,0,154.737602743539,0.950704225352113,1,1,0,14167.8411227775,0,5990.52526172054,98.8745622925926,13080.478291429,327.306640718345,1685.02620144304,1357.7195607247,678.85978036235,0,55166.6566259493,319790.791296677,98.8745622925926,3
0.0946666666666667,11.7781132317713,16.7613160166908,19671.3722175404,228353.428955096,16415.1010438944,0.702696209536452,0.186567229389275,26058.8362276569,179,1321,37,0,74338.51378934,300190.077191641,2684.28846814872,54.3702871019272,-1020.96735318706,1531.58202648796,6126.32810595185,1211.78712321734,0,10,54.3702871019272,94.8932447916924,212.092575145737,12.798915425443,10.2391323403544,1343.77285528966,39387.1850953509,2349.88619366936,19715.8128778105,1347.18981652441,0.453703578207499,73,0.621543490012863,1.01487361572435,1.32963158274282,0.352836773618423,19383.075796586,11.6054975213488,0,1.00013797002803,0.999976075758098,1500,0,77.3688013717693,281.215146013797,1.54748603351955,2,1,3,19748.7410189122,0.00391765739890345,6748.85964232292,-121.229934990755,7106.69391232056,326.897485208998,1843.56624641377,1516.66876120477,758.334380602385,0,58301.9093013796,319107.04378833,-121.229934990755,4
0.0526666666666666,11.8687908978289,17.0150558216829,21169.6331548138,226766.071488441,18155.2189907408,0.697546397861598,0.189323538875154,28616.1433608562,196,1304,37,20,69751.5593370249,294186.275647808,3030.14263222511,46.0760955315949,-1342.50857772841,1500.9503859582,6003.80154383281,1651.61944231719,0,8,46.0760955315949,93.463401571028,211.152892273428,13.1043221092086,10.4834576873669,1397.54611884281,40747.9439062812,2394.81693938109,19578.3107514674,1401.0131551289,0.475194436156671,112,0.543817587391811,1.01101417184175,-0.380288128768247,1.12041693963976,20939.0073298867,11.739490136135,0,1.00025872308983,1.00008853463729,1500,0,140.607573006899,418.661520324363,1.91836734693878,2,1,2,21310.2407278207,0.00659812222690355,7516.49530441323,-307.212963489466,6796.86678325958,322.486722086265,1857.75804626688,1535.27132418061,767.635662090305,0,65340.0479443091,314672.849816207,-307.212963489466,5
0.0173333333333333,12.2380982467395,17.2915640772403,25358.3002878607,223777.900978204,23070.306491579,0.707749639770742,0.19102665116952,33624.114805431,231,1269,37,2,65888.1518200383,288302.550134852,3666.21024472859,35.3816696948633,-1950.5664366325,1470.93137823904,5883.72551295616,2424.61353080806,0,6,35.3816696948633,92.3372648898688,209.610803926393,13.5010545437186,10.8008436349749,1443.95245262584,41724.5708941785,2413.00154848906,16366.2706063179,1469.4985103265,0.491462919415005,154,0.539329459605066,1.0176785764012,0.659180132688886,0.578774086200464,24917.7892469102,12.0255044475996,0,1.00043008807312,1.00054166921099,1500,0,209.330760162182,581.038956544574,2.43290043290043,3,1,14,25567.6310480229,0.00818733498496604,8313.94462884536,-659.243499537173,6237.60977905889,320.72863961943,1915.6272884837,1594.89864886427,797.449324432134,0,70300.193055136,312736.359289821,-659.243499537173,6
0.0413333333333333,12.2699534656482,18.4532356276756,17447.9727848722,223681.088806032,15655.1391546124,0.66492151908829,0.194928498693755,28093.4467436459,201,1299,37,67,61089.4051792752,282536.499132155,2663.5830936263,30.134654565837,-901.41621011392,1441.51275067426,5766.05100269703,1214.3425304378,0,5,30.134654565837,91.3054310986409,210.725140228838,13.4680083068026,10.7744066454421,1425.70013121249,40950.0880884273,2219.12779496576,23502.1153035551,1427.12524841304,0.571981150485764,124,0.398639406823395,1.05673607093272,3.83790083010669,0.12115515096206,16511.1925908537,11.6111806941711,0,1.00038052298568,1.00030659485084,1500,0,290.519478272287,685.166163398661,2.26865671641791,2,1,6,17738.4922631445,0.0163779127313939,8940.07202553953,-895.614201583201,7565.2485194203,308.082754197192,1779.85423648326,1471.77148228606,735.885741143032,109.758344448865,83657.4535755982,300425.63313992,-895.614201583201,7
0.044,12.5331028261756,19.1685620278235,22229.8495202001,220245.096163754,18322.9464790999,0.653836360180986,0.200849251572245,29781.6807289287,196,1304,37,42,57097.463708229,276885.769149512,3413.57072115826,60.6060373806116,-1597.69910641754,1412.68249566077,5650.72998264309,1856.14504146484,0,10,60.6060373806116,88.0621237207629,209.414008592324,13.6820721565267,10.9456577252213,1403.30530503917,41389.0850577378,2159.21700321917,19159.2355375376,1405.01232768128,0.582223842574494,108,0.516142166630204,1.02976231223508,-2.55255398576782,0.370272740236277,21587.3597781518,12.1708696048243,0,1.0001624341678,0.999680180646614,1500,0,342.58308169933,821.586391286641,2.23469387755102,2,1,8,22572.4326018995,0.0151770563563673,9307.71871798888,-1343.27932300931,9669.26558207841,303.310611944175,1746.4539556703,1443.14334372612,721.571671863062,353.924979413708,86564.8032459323,295665.506351083,-1343.27932300931,8
0.046,12.5213978355217,19.4786790218647,22082.6050675695,217223.773458249,18869.788233035,0.64282582106654,0.204781269976839,29687.9110035301,194,1306,37,39,53260.1390476343,271348.053766521,3217.67100023924,99.1006112328776,-1643.29325868735,1384.42884574756,5537.71538299023,1551.56299327311,0,16,99.1006112328776,86.8341078443199,208.493987431592,13.5403115497639,10.8322492398111,1409.96869029227,41099.3023422709,2109.9635296694,19016.6972747015,1409.96869029227,0.591149025685556,110,0.489320286269488,1.01989242052206,-0.958463093449202,0.363634334163658,21651.8964385145,12.2771751055002,0,1.00018910643433,1.00018095934792,1500,0,90.8482845714537,941.39062173427,2.22164948453608,2,1,6,22173.4533521409,0.00409716443932636,9835.13188359745,-1616.51052262762,7855.18358500453,296.663907115388,1745.18516341075,1448.52125629536,724.260628147682,196.847462539118,93251.237541438,289353.700738918,-1616.51052262762,9
0.046,12.7155182586632,19.551372661121,22354.2841579221,213800.929202529,19127.1556933226,0.650364477167818,0.206740637614902,28957.9352042407,194,1306,37,37,49533.1630456994,265921.092691191,3288.35542330185,91.2619442154743,-1646.72493434786,1356.74026883261,5426.96107533043,1722.66404492591,0,15,91.2619442154743,84.0680547071325,204.82972770268,13.7023500295152,10.9618800236122,1396.62814686466,40936.7711457811,2093.80547623575,18582.4869878589,1396.62814686466,0.589049630755585,112,0.501146099779577,1.02871754777658,0.865299817602838,0.0736763939936513,21730.2448142715,12.3605534737362,0,1.00011382325309,1.00008613023347,1500,0,193.628275905909,1058.73886181265,2.20618556701031,2,1,7,22547.912433828,0.00858741475398911,10321.2225618329,-1811.00387178001,7200.69881081726,289.719658247337,1716.16058846424,1426.4409302169,713.220465108452,227.129786873034,100057.34681867,282461.247941551,-1811.00387178001,10
