"unemp","wage","price","gdp","hM","fM","rw","gini_hh","total_loans","n_open","n_vacant","n_openings","n_exits","lg_M","lg_L","lg_tax","lg_transfer","lg_deficit","lg_interest","lg_debt_repay","g_share_current","owner_pay_total","m_dist_total","n_transfer_recip","transfer_total","mean_M_bot30","mean_M_top30","median_wage_t","income_thresh_t","supply","nom_demand","real_demand","unmet_nom","inventory_total","avg_mu","n_hiring","utilisation","price_index","inflation","inflation_ma5","gdp_real","real_wage_index","inv_total","avg_a","avg_a_weighted","n_hh","n_births","lg_g_spend","tax_rev_smooth","mean_firm_age","med_firm_age","share_young_firms","g_n_firms_served","total_demand_nom","g_share_demand","bank_NW","bank_R","bank_new_loans","bank_dep_int_total","bank_loan_int_total","bank_profit","bank_dividend","bank_bad_debt","bank_headroom","total_M","sfc_check","period"
0.96,10.742970488977,14.7565376977004,0,227169.657835388,1951.41730548157,0.728014301800017,0.185245922023925,1316.5035007014,30,1470,0,0,91883.695018653,324447.681455129,64.421586385868,4,1594.92372716071,1655.34531354658,6621.38125418631,0.9,0,0,2,4,93.2891899738331,208.4378621878,11.1620898817076,8.92967190536611,59.9851714915237,23196.7778401296,1571.96615597333,23196.7778401296,59.9851714915237,0.374,0,0,1,0,0,0,10.742970488977,0,0.999752858192062,0.999752858192062,1500,0,0,3.2210793192934,0,0,1,0,0,0,4759.41479630847,-5.82076609134674e-11,0,328.345262363037,1675.77381614367,1347.42855378063,673.714276890316,0,58176.1814531544,321004.770159522,-5.82076609134674e-11,1
0.414,11.3751219840996,16.7594763524024,1050.9738761522,235500.058761655,167.218780713159,0.678727768392894,0.181377430779638,8140.66604210377,105,1395,75,0,84825.9664628553,317958.727826027,1046.96977315693,85.3899875950634,660.658621713775,1622.23840727565,6488.95362910258,0.9,182.378586522655,0,17,85.3899875950634,97.8692597857049,215.228748199519,11.7025496129543,9.36203969036346,878.830278373654,32463.5586241943,1937.02702528297,31412.5847480421,878.830278373654,0.470892530846766,11,0.063491440282169,1,0,0,1050.9738761522,11.3751219840996,0,0.999762671418388,0.999806915100858,1500,0,0,55.4085140111754,0.285714285714286,0,1,0,1050.9738761522,0,5433.52333639359,579.255652044259,6747.71683282575,327.752486992348,1675.96956716259,1348.21708017024,674.108540085121,0,59778.3756628161,320493.244005223,579.255652044259,2
0.220666666666667,11.4205444725735,16.5181988081297,15252.6150155929,235466.907354629,11588.067406923,0.691391634477284,0.180104838462725,21121.5068678334,142,1358,37,0,79276.1004058272,311599.553269506,2356.40535076634,42.1291786066356,-724.48253302957,1589.79363913013,6359.17455652053,0.9,1077.9690021785,0,8,42.1291786066356,98.9659563531358,215.144897856243,11.9130114839677,9.53040918717418,1166.27520900532,37057.9554585993,2243.46224967099,21805.3404430065,1166.27520900532,0.45724864426751,34,0.618843270284432,0.999472684923934,-0.0527315076066404,0.0865638026714222,15260.6621928379,11.4265698751364,0,1.00008288358781,1.00026675754594,1500,0,0,170.458355848934,0.950704225352113,1,1,0,15252.6150155929,0,6130.83636004932,101.043417494337,13530.1574417304,334.023401446953,1728.64944875841,1394.62604731146,697.313023655728,0,55513.9476327831,326331.07516738,101.043417494337,3
0.0926666666666667,11.4548413804815,16.3387490090649,20250.5429622663,233698.067117467,16617.1151160138,0.701084359281497,0.180507788434652,26676.6328610127,179,1321,37,0,74439.8865913463,305367.562204116,2929.37673525999,5.36085516778548,-1316.50115050341,1557.99776634753,6231.99106539012,0.9,1463.74065558394,0,1,5.36085516778548,98.8468953351785,214.627089603038,12.6218231989174,10.0974585591339,1342.43359851201,39725.5890631428,2431.37274714867,19475.0461008764,1342.43359851201,0.45060807754142,75,0.651515277486094,1.00019937611299,0.0727074586442722,0.254384608925926,20246.5062925402,11.4525580139809,0,1.00005390296663,1.00021152084125,1500,0,49.5169632412675,308.404274819487,1.54748603351955,2,1,1,20300.0599255076,0.00243925207230783,6910.48641176435,-86.8567753846874,6330.2355634511,332.661310730831,1891.9614141609,1559.30010343007,779.650051715033,0,59704.4472860417,324755.068824827,-86.8567753846874,4
0.0626666666666666,11.6174829922296,16.6315780717478,19678.4439225991,232091.206255313,17227.0780685123,0.698519583776857,0.184144509924167,27914.8954646925,192,1308,37,24,69682.7998877164,299260.210960034,2854.99479803595,27.6403079158508,-1275.82465386113,1526.83781102058,6107.35124408232,0.9,1412.83833779694,0,5,27.6403079158508,96.858644270695,214.111962261915,12.6540051389553,10.1232041111643,1376.74483114476,40666.3970616192,2445.1315976263,20987.9531390202,1376.74483114476,0.475721733475575,106,0.532478915876467,1.00432862984663,0.412843062319479,1.22385387611315,19593.6303494645,11.5674119476248,0,1.00027025143133,1.00049559662951,1500,0,24.6920252383899,435.73380098031,1.875,2,1,1,19703.1359478374,0.00125320280506414,7684.46346517163,-142.740479498054,6672.5800559819,326.777513559902,1874.73162037447,1547.95410681457,773.977053407283,0,68140.8978499529,319001.084211542,-142.740479498054,5
0.0166666666666667,11.9189981238861,16.9404206787854,24486.9347592657,229803.097482964,21906.2708132331,0.70358336135137,0.182917948620601,33344.377702617,228,1272,37,1,65580.6470097334,293275.006740833,3629.61117608381,34.1658138751794,-1813.3685413299,1496.30105480017,5985.20421920067,0.9,2583.4414187154,0,6,34.1658138751794,96.7895205861676,211.940242599479,13.1660465722346,10.5328372577877,1416.43631715166,41955.051342178,2476.62393618824,17468.1165829123,1416.43631715166,0.486707037792106,151,0.548540836084415,1.0127559918669,0.83910403127252,0.704330123556405,24178.5138334525,11.7688744570296,0,1.00073008994481,1.00118819291469,1500,0,285.775766078569,595.427669735485,2.39912280701754,3,1,8,24772.7105253443,0.0115359102826556,8487.94270280718,-571.933690899168,6480.86489347955,325.443630672409,1932.4021059435,1606.95847527109,803.479237635544,0,72754.9060824727,317290.01530593,-571.933690899168,6
0.0433333333333333,12.1919070872447,18.4500913655483,17810.7331191284,228685.51238407,15525.6769473242,0.660804699862383,0.185472862465327,27780.3888314029,196,1304,37,69,60732.7552704903,287409.506606016,2590.63752524226,52.7456914945812,-952.027748563796,1466.37503370416,5865.50013481666,0.9,1149.48470850599,0,9,52.7456914945812,94.8103332776759,211.133547201579,13.1739368127566,10.5391494502053,1423.93777967603,41246.1241444188,2235.55121366159,23435.3910252904,1423.93777967603,0.547217481809468,116,0.42336805477683,1.06184778233063,4.84734633593613,0.792978451702422,16773.3392822424,11.4817841974345,0,1.00069435319956,1.00092132441929,1500,0,119.489051479715,695.188162510824,2.18367346938776,2,1,2,17930.2221706081,0.00666411438423701,9207.50381250578,-731.721469046548,7113.79490842114,312.545579545367,1806.63550478319,1494.08992523782,747.044962618912,27.4838529203062,87313.4088249194,304943.944601884,-731.721469046548,7
0.0493333333333333,12.4286758450931,18.8166824615522,21335.6539992905,225113.569959597,17392.4725264172,0.660513662304096,0.188659364606386,28503.8944705969,191,1309,37,42,56532.4875964535,281661.316473896,3171.773736881,53.335897273324,-1487.1897028131,1437.04753303008,5748.19013212033,0.9,1616.82676255915,0,9,53.335897273324,93.5962735238892,209.205052504285,13.2741079345505,10.6192863476404,1383.44814219659,41524.8802102954,2206.8119762951,20189.2262110049,1383.44814219659,0.554197320092206,94,0.514871296587012,1.0337050967605,-2.65035027039038,0.935500576446682,20639.9814281208,12.023425137443,0,1.00064177786975,1.00074410677431,1500,0,194.200603764494,819.017441229332,2.09947643979058,2,1,5,21529.854603055,0.00902006108935535,9831.17547224745,-997.792854871484,8314.42382992339,306.616408076026,1771.30423479682,1464.68782672079,732.343913360395,108.672253618728,94385.7989324962,299038.530082468,-997.792854871484,8
0.0333333333333333,12.6915490565565,19.407592300796,22483.8063676266,222211.256578099,18562.8665619267,0.65394763347517,0.187865180692907,29588.9842353092,193,1307,37,35,52759.21995908,276028.090144418,3406.13044578908,47.9150733526154,-1803.42620450798,1408.30658236948,5633.22632947792,0.9,1789.47338687099,0,8,47.9150733526154,92.1194189231116,206.373887940568,13.5377542329898,10.8302033863919,1429.22358373445,41740.3376987464,2150.72210152696,19256.5313311199,1429.22358373445,0.559742175137513,112,0.519414799953882,1.03903848889742,0.515949099374358,1.00713093500493,21639.0505336192,12.2147054148342,0,1.00039501498927,1.00057927723125,1500,0,146.482585559001,948.37309145732,2.13989637305699,2,1,2,22630.2889531856,0.0064728552897413,10563.3736076971,-1211.85505615937,7933.07958648242,300.981785446491,1765.37805634571,1464.39627089922,732.198135449611,0,102453.185860904,293533.343099106,-1211.85505615937,9
0.048,12.5917303284595,19.3408023873733,22205.9024520938,218640.914253201,19225.6842316239,0.65104487788366,0.194856256758919,29121.6484085335,194,1306,37,36,48695.0846581988,270507.52834153,3144.34465872387,66.5898430469897,-1403.66728204808,1380.14045072209,5520.56180288836,0.9,1641.01423503653,0,11,66.5898430469897,88.5650163197947,205.254809206216,13.7789326457766,11.0231461166213,1406.4767906381,41472.6332743248,2144.30779259708,19266.730822231,1406.4767906381,0.578510879235509,112,0.488401397747371,1.0507323858701,1.12545368604078,0.112951898287021,21133.7375250934,11.9837653219686,0,1.00021786436351,1.00026876448362,1500,0,293.947082906719,1058.17166982065,2.17525773195876,2,1,6,22499.8495350005,0.013064402161866,11185.4305478298,-1604.61505171965,7971.92407855495,294.025942004773,1729.99892813304,1435.97298612826,717.986493064132,95.9295529313439,110696.23343934,286561.683143024,-1604.61505171965,10
