"unemp","wage","price","gdp","hM","fM","rw","gini_hh","total_loans","n_open","n_vacant","n_openings","n_exits","lg_M","lg_L","lg_tax","lg_transfer","lg_deficit","lg_interest","owner_pay_total","m_dist_total","n_transfer_recip","transfer_total","mean_M_bot30","mean_M_top30","median_wage_t","income_thresh_t","supply","nom_demand","real_demand","unmet_nom","inventory_total","avg_mu","n_hiring","utilisation","price_index","inflation","inflation_ma5","gdp_real","real_wage_index","inv_total","avg_a","avg_a_weighted","n_hh","n_births","lg_g_spend","mean_firm_age","med_firm_age","share_young_firms","period"
0.96,9.93266858915695,13.7298658365208,545.899465660066,147069.326130856,3971.84167750776,0.723435225618632,0.20192492552983,0,20,980,0,0,572.126819525999,0,98.1268195259993,26,-72.1268195259993,0,7.5698853851683,0,13,26,85.4094001947569,206.786005176219,10.3011265171891,8.24090121375126,39.76,22474.959088701,1636.939454202,21929.0596230409,0,0.374,0,1,1,0,0,545.899465660066,9.93266858915695,0,0.994,0.994,1000,0,0,0,0,1,1
0.770459081836327,11.147525891708,16.4533294462081,3746.65666231689,144997.190707441,5725.39744961173,0.677524018962439,0.206677206013809,0,30,972,10,0,969.365866644284,0,693.91149081333,296.672443695045,-397.239047118285,0,73.6144273236425,0,64,296.672443695045,83.0216790746442,205.971250056244,11.1617341091156,8.92938728729245,227.740162748367,24450.7190490883,1486.06512311241,20704.0623867714,0,0.461843036279157,0,0.999839053486387,1.0634003733972,6.34003733972031,6.34003733972031,3523.2794308202,10.4829057526991,1.00931805135577,0.99033401145153,0.990174620645075,1002,2,0,0.666666666666667,1,1,2
0.603980099502488,11.7842209225667,18.6626740939877,7370.50283513637,142396.461636392,7488.71514554467,0.631432605167932,0.211061442714034,126.577208202959,35,970,5,0,2029.4304200305,0,1406.63639747425,346.571844088038,-1060.06455338621,0,189.247625092975,0,69,346.571844088038,80.901777599879,203.774402182953,11.4922902463077,9.19383219704615,392.782252986187,26560.5798198305,1423.19260820115,19190.0769846941,0,0.563817198200262,1,0.994669144217329,1.15663410258518,8.76750954018617,5.36673982418411,6372.3720566968,10.1883740901535,9.81525697648566,0.987218351121301,0.986890082879866,1005,3,0,1.42857142857143,2,1,3
0.448412698412698,12.3069578905155,20.8060646065704,11476.0296810382,138077.757561924,10245.8851501324,0.591508203172122,0.215134737438562,349.126147965895,40,968,5,0,3910.59967956365,0,2248.34793290268,367.17867336953,-1881.16925953315,0,356.82368548749,0,71,367.17867336953,78.0800826591189,199.365519598256,12.1235921157001,9.69887369256011,547.484020277179,28327.5346830042,1361.50373550501,16851.505001966,0,0.667965719453819,1,0.994096394078075,1.2239320605399,5.81843106686091,6.71874397073215,9376.3616878995,10.0552622872602,25.2330166790633,0.985215285723935,0.984683489707157,1008,3,0,2.125,2.5,1,4
0.280909990108803,12.615399381141,22.7667768499155,16609.0148931354,131285.175305194,14427.3098635795,0.55411442139153,0.215573276687157,620.461722487905,45,966,5,0,6895.33975629726,0,3333.89952966578,349.159452932164,-2984.74007673361,0,601.486082428974,0,64,349.159452932164,74.6518323974023,189.619172207527,12.7635796457765,10.2108637166212,714.826063948779,30055.1235221705,1320.13080816409,13446.1086290351,0,0.776868835089576,2,0.985683462585977,1.29623855403767,5.90772117415319,6.65753257613912,12813.2393851424,9.73231303901983,47.576491398332,0.984000731522707,0.983254558388968,1011,3,0,2.77777777777778,3,1,5
0.100591715976331,12.7781543713657,24.6853035412635,21920.7734389639,122045.073006427,20817.9224006777,0.517642181308646,0.218922685794182,802.916160044802,50,964,5,0,10008.1081015115,0,4490.48115367489,333.129428754768,-3112.7683452142,0,855.22314803095,0,58,333.129428754768,69.454529696892,177.269131613897,13.0370857053436,10.4296685642749,895.959028148004,31633.6153744339,1281.4756489243,9712.84193547005,0,0.895345599742759,2,0.978628934311855,1.38386454903639,6.76002073274018,6.43738191707897,15840.25940561,9.23367419178661,80.1981443238633,0.98337783899713,0.982411215074566,1014,3,1044.58337970592,3.4,4,1,6
0.00393313667649953,13.0101726506116,26.8555969025297,25168.2741363372,111650.333248164,28448.3301328297,0.484449208030305,0.223807964678264,928.348318809381,55,962,5,0,12967.1012326541,0,5201.5228926716,269.867674100613,-2958.99313114259,0,975.51271250005,0,46,269.867674100613,62.7317526739809,162.917859709586,13.8003035964685,11.0402428771748,995.072079944665,32226.3950438812,1199.98803827911,7058.12090754403,55.1256590969228,1.02588960901581,15,0.832599696919506,1.46736666422772,6.03398036675513,5.96346677936201,17152.0007574816,8.86634061395888,114.029753070793,0.985104339991208,0.982302151969067,1017,3,1972.6620874284,4,5,1,7
0.0107843137254902,13.1768089124523,28.4831614775166,24767.8475014248,102239.152274993,35167.3576726226,0.462617498512357,0.236069387661617,996.6017555815,60,960,5,0,15789.3402358826,0,5014.23850296809,310.506830920542,-2822.23900322853,0,841.079297779337,0,50,310.506830920542,55.5489343957878,151.862287971125,14.1526158772091,11.3220927017672,967.89192170054,31511.2192712588,1106.3104527962,6743.371769834,191.672491983912,1.14362534835106,30,0.652353973433494,1.57986608959277,7.66675624488546,5.68561628411087,15677.1815437908,8.34045935870978,130.068361666673,0.987124159600237,0.981774454334374,1020,3,1881.49266881902,4.58333333333333,5.5,1,8
0.0361681329423265,13.3607206081215,30.0943815059015,24456.6413424679,92952.0296161145,41649.6841601727,0.443960631173013,0.248441213563209,929.548103755911,65,958,5,0,18572.7818830955,0,4944.76591496925,305.696502947716,-2783.44164721292,0,820.527252293798,0,48,305.696502947716,48.5312132616162,140.795665768651,14.4404576316153,11.5523661052922,909.758543223414,30410.0122369666,1010.4880285047,5953.37089449867,308.976732948932,1.22002628379382,39,0.617402566209592,1.63435338619325,3.44885537827606,4.10891481813831,14964.108465815,8.17492760194378,112.143906370578,0.986571352943867,0.980857501056364,1023,3,1855.62776480862,5.15384615384615,6,1,9
0.0692007797270955,13.5064676420802,30.7327307029329,24775.0875609031,83087.448494955,48763.3389360228,0.439481534284595,0.265645212803345,929.816690085551,70,956,5,0,21373.7264573437,0,5103.62075467359,435.3797975932,-2800.94457424823,0,924.934679148103,0,67,435.3797975932,41.408581615851,129.527907267189,14.3654798402575,11.492383872206,850.046067188179,29005.4622716624,943.79710517863,4230.37471075932,365.281814562692,1.26350458132251,41,0.627541164315643,1.70820113236142,4.51846869789752,3.78614941875772,14503.612655176,7.90683683917761,109.403633639173,0.985847933823033,0.981148385446052,1026,3,1867.29638283216,5.71428571428571,6.5,1,10
