"hh_id","x","y","M","L","employed","firm_id","wage","firm_owner","unemp_spells","emp_spells"
1,64455.25,63079.29,77.3471,0,1,1476,13.7195,0,0,10
2,26460.19,85247.55,43.6409,0,1,910,13.0213,0,0,2
3,69182.96,17453.58,49.5765,0,1,1338,13.3399,0,0,19
4,54632.26,44429.09,56.2053,0,1,1136,11.5832,0,0,4
5,59213.14,71880.55,88.2924,0,1,970,11.6852,0,0,23
6,52360.6,45437.03,136.1867,0,1,480,10.8541,6,0,11
7,59872.9,72595.09,68.0848,0,1,970,11.6852,0,0,11
8,26862.89,75162.88,48.6848,0,1,1323,14.6032,0,0,6
9,51170.12,47723,84.82,0,1,413,16.7616,0,0,7
10,71915.62,28949.51,97.7004,0,1,1414,11.9955,0,0,29
11,53211.88,33719.25,34.1299,0,1,341,12.9621,0,0,4
12,68123.96,47564.22,58.3258,0,1,849,8.7836,0,0,5
13,62732.56,28827.5,46.493,0,1,1276,11.2908,0,0,6
14,52915.93,24640.75,42.1443,0,1,954,10.3087,0,0,15
15,68203.77,71352.13,38.6634,0,0,0,5,0,8,0
16,59436.51,59307.65,52.4728,0,1,1198,9.5607,0,0,2
17,32124.91,69618.35,47.4195,0,0,0,5,0,1,0
18,53804.42,67563.37,56.4799,0,1,1145,12.4535,0,0,2
19,55085.89,40753.86,11.2646,0,0,0,5,0,3,0
20,64122.44,67190.81,39.1689,0,1,301,12.2981,0,0,29
21,55612.71,23367.03,74.9555,0,1,418,9.2057,0,0,17
22,39757.5,61355.96,160.5184,0,1,379,15.7329,0,0,17
23,66773.77,67621.21,41.7983,0,1,824,16.3436,0,0,3
24,62591.96,67854.16,70.3178,0,1,1463,11.1759,0,0,4
25,54544.04,67314.98,75.3718,0,1,835,11.4211,0,0,4
26,62244.32,40642.68,30.9271,0,0,0,5,0,5,0
27,53842.5,30160.2,54.4102,0,0,0,13.7701,0,1,0
28,66152.44,46887.85,72.997,0,1,1080,13.6248,0,0,5
29,50841.54,49897.82,39.338,0,1,480,10.8541,0,0,5
30,69808.06,24705.15,36.2591,0,0,0,5,0,5,0
31,30214.5,77505.54,51.9464,0,1,1470,8.7959,0,0,11
32,28213.36,83954.38,75.6693,0,1,897,9.4806,0,0,12
33,38429.64,64405.49,79.602,0,1,165,11.5066,0,0,5
34,68515.84,17994.58,57.4794,0,1,1338,13.3399,0,0,12
35,56077.57,33417.26,47.0644,0,1,852,11.1957,0,0,22
36,22015.71,83127.32,83.9033,0,1,1261,8.1635,0,0,22
37,59335.87,36550.94,39.7328,0,1,387,13.0002,0,0,4
38,54545.64,26293.42,60.7669,0,1,418,9.2057,0,0,13
39,69759.19,15021.65,43.4359,0,1,174,11.232,0,0,10
40,31592.37,66369.27,86.1476,0,0,0,11.1164,0,1,0
41,37637.72,63322.39,37.6736,0,1,328,10.4728,0,0,4
42,24340.08,81971.93,85.784,0,1,125,11.6878,0,0,24
43,63206.96,64692.7,63.7596,0,1,1135,9.7847,0,0,9
44,62383.54,30926.58,54.9396,0,1,1276,11.2908,0,0,11
45,71704.45,26332.37,37.8258,0,0,0,5,0,5,0
46,32598.57,67037.09,78.8957,0,1,379,15.7329,0,0,5
47,53881.94,31803.9,35.1643,0,0,0,5,0,3,0
48,72215.06,24773.85,45.6518,0,0,0,5,0,5,0
49,49123.77,46741.55,67.7791,0,0,0,10.8023,0,1,0
