"unemp","wage","price","gdp","hM","fM","rw","gini_hh","total_loans","n_open","n_vacant","n_openings","n_exits","lg_M","lg_L","lg_tax","lg_transfer","lg_deficit","lg_interest","owner_pay_total","m_dist_total","n_transfer_recip","transfer_total","mean_M_bot30","mean_M_top30","median_wage_t","income_thresh_t","supply","nom_demand","real_demand","unmet_nom","inventory_total","avg_mu","n_hiring","utilisation","price_index","inflation","inflation_ma5","gdp_real","real_wage_index","inv_total","avg_a","avg_a_weighted","n_hh","n_births","lg_g_spend","tax_rev_smooth","mean_firm_age","med_firm_age","share_young_firms","g_n_firms_served","total_demand_nom","g_share_demand","bank_NW","bank_R","bank_new_loans","bank_dep_int_total","bank_loan_int_total","bank_profit","bank_dividend","bank_bad_debt","bank_headroom","total_M","sfc_check","period"
0.96,10.742970488977,14.7565376977004,0,227445.372112278,1951.41730548157,0.728014301800017,0.185021362847524,1316.5035007014,30,1470,0,0,60.421586385868,232226.408022862,64.421586385868,4,1097.42372716071,1157.84531354658,0,29250.7511868286,2,4,93.47299949176,208.621671705727,11.1620898817076,8.92967190536611,59.9851714915237,23196.7778401296,1571.96615597333,23196.7778401296,59.9851714915237,0.374,0,0,1,0,0,0,10.742970488977,0,0.999752858192062,0.999752858192062,1500,0,0,3.2210793192934,0,0,1,0,0,0,5509.8433500891,1424.14283067096,0,228.845262363037,1178.27381614367,949.428553780632,474.714276890316,0,67556.5383754123,229457.211004145,1424.14283067096,1
0.43,11.3411996459423,16.7076969818064,1050.81204709837,235883.840526067,328.332495558723,0.678800893880955,0.181202119619806,8094.70013872985,105,1395,75,0,955.571073052787,233327.058055004,1030.91517975431,75.3441067015266,205.560967061523,1161.13204011431,185.58406484562,29250.7511868286,15,75.3441067015266,98.0396718633368,215.246339283268,11.7025496129543,9.36203969036346,854.824287632977,32309.871068861,1933.83152112733,31259.0590217627,854.824287632977,0.470892530846766,16,0.0634825034335532,1,0,0,1050.81204709837,11.3411996459423,0,0.999903414570641,0.999794488459622,1500,0,0,54.6057843410444,0.285714285714286,0,1,0,1050.81204709837,0,6977.91196312187,3454.74384242328,6709.08923666661,236.166300240812,1214.87870892933,978.712408688517,489.356204344258,0,79129.1994002936,237167.744094679,3454.74384242328,2
0.228666666666667,11.3618190826083,16.5183082616766,15023.0537628463,236266.481516032,11443.5741467471,0.687831883424065,0.180614073130871,20738.8295367465,142,1358,37,0,2230.94234508612,233537.166701153,2304.66840764773,73.7260625616123,-1064.30705481109,1166.63529027502,1102.57375396638,29250.7511868286,14,73.7260625616123,98.9196685733314,216.055582343587,11.8780894369913,9.50247154959301,1156.29639446708,36880.669091937,2232.71466470341,21857.6153290906,1156.29639446708,0.462219156029754,35,0.602251400995737,0.999713426669339,-0.0286573330661066,0.166824629871523,15027.3602035109,11.3650760102938,0,0.999564191893116,0.999457344565742,1500,0,0,167.108915506379,0.950704225352113,1,1,0,15023.0537628463,0,8559.58094019742,4565.05412168807,13191.7080765688,250.359452171248,1304.80543688828,1054.44598471703,527.222992358516,0,86255.9322157213,249940.998007866,4565.05412168807,3
0.0659999999999999,11.8165678605008,16.9059204633613,20011.0983037152,236137.50320223,15978.1530276234,0.698960336771355,0.180226663810998,27121.7644893415,179,1321,37,0,4088.8961528619,233537.166701153,3080.10305622386,42.7611219731685,-1855.7228654307,1167.68583350577,1570.8455350847,29250.7511868286,8,42.7611219731685,99.478914054365,216.258444530251,12.5622618733127,10.0498094986501,1377.44987199572,40565.6329626037,2399.49271324906,20554.5346588885,1377.44987199572,0.454765681093506,71,0.646042401875368,0.997124926001038,-0.25892426761982,0.239559080952498,20068.7975818331,11.8506393254966,0,0.99989665924699,0.999930993545829,1500,0,13.9332353142231,312.758622542253,1.54748603351955,2,1,1,20025.0315390294,0.000695790929820348,10417.8862924234,6395.93371914755,7100.0012954724,257.040999303338,1495.91123412063,1238.87023481729,619.435117408644,0,103101.81416595,256204.552382715,6395.93371914755,4
0.0553333333333333,11.7253257994979,16.7335455652533,20957.9385741326,234445.067222843,17997.1221255705,0.700707794040084,0.184192812680775,29222.2167938981,190,1310,37,26,5741.64735970928,233537.166701153,2929.3712449348,55.7501204224326,-1648.66231069452,1167.68583350577,1647.15443089543,29250.7511868286,10,55.7501204224326,97.5990738214805,215.965189753635,12.6033023537645,10.0826418830116,1398.60253780867,41322.6014728761,2469.44685522483,20364.6628987435,1398.60253780867,0.473536434558867,103,0.557081118276814,1.00830972365986,1.12170475004354,0.953589420925425,20785.219146813,11.6286945611696,0,1.00022074195204,1.00011582955041,1500,0,57.2729803120796,443.58925366188,1.85263157894737,2,1,1,21015.2115544447,0.00272531067144867,12311.0203820711,7993.54897712014,7690.15668689529,259.180470786019,1521.26986388452,1262.0893930985,631.044696549252,0,124665.537981991,258183.836708123,7993.54897712014,5
0.0146666666666667,12.0349905661176,17.0555805911058,25169.0548461702,231767.005895365,22733.7503237478,0.705633590239295,0.183095136810999,33843.3063696653,226,1274,37,1,8097.32637650303,233537.166701153,3685.77928743386,22.6859442367761,-2349.93736943403,1167.68583350577,2198.06024018621,29250.7511868286,4,22.6859442367761,97.1856530456335,213.777210939523,13.1508239018121,10.5206591214496,1426.0495171624,42309.5067328715,2480.68404982562,17140.4518867012,1426.0495171624,0.485705740019219,147,0.559247548236401,1.01197666637336,0.363672255404879,0.848902178097051,24871.181008915,11.8925573741217,0,1.00025118488967,1.00033619021985,1500,0,145.470140257283,605.698755350479,2.37610619469027,3,1,5,25314.5249864275,0.00574650878636978,14348.2541358813,9805.4241868484,5796.87079528692,263.844957093843,1622.00079296733,1358.15583587348,679.077917936742,0,145509.870328851,262598.082595616,9805.4241868484,6
0.054,12.1753378443698,18.0184180429279,18512.066243031,230687.882948642,16737.5430743324,0.675716248527629,0.186631271725048,28232.3149459667,196,1304,37,67,9420.63142246554,233537.166701153,2668.30070867776,47.0855229861808,-1315.20771958601,1167.68583350577,1169.85488219145,29250.7511868286,8,47.0855229861808,96.0978644505962,214.439549343927,13.1327523000244,10.5062018400195,1408.4028822264,41602.9932104819,2308.91486207973,23090.926967451,1408.4028822264,0.538013193723368,123,0.437963321322693,1.04810576853012,3.57015169986463,0.804461646190171,17662.4027830631,11.6165163955205,0,1.00036210123312,1.00070375530486,1500,0,138.321632599808,708.828853016843,2.18367346938776,2,1,4,18650.3878756308,0.00741655527607248,16185.578753162,11506.1506662614,6810.43125955369,257.894938269889,1520.24088682511,1262.34594855522,631.172974277612,56.1943055521993,174087.419468558,256846.05744544,11506.1506662614,7
0.0633333333333334,12.6019944930491,18.8229654623644,21034.7350141838,228240.957642721,17919.9214852316,0.66950101556772,0.191913025665796,28949.0323905639,193,1307,37,40,11005.5368635405,233537.166701153,3112.38983617715,48.7245492697702,-1575.48480965252,1167.68583350577,1548.17256977074,29250.7511868286,8,48.7245492697702,93.4698578161155,213.406411460486,13.6718479421516,10.9374783537213,1380.08649600318,42091.2283509504,2236.1635011821,21056.4933367666,1380.08649600318,0.551795953809977,102,0.496659860097584,1.04231924421415,-0.552093547207977,0.844070048260483,20180.7029189438,12.090340424013,0,1.00002475794148,1.0001128142712,1500,0,320.49464374909,829.006902174858,2.13989637305699,2,1,9,21355.2296579329,0.0150077825845359,18068.3459545225,13054.600120596,7993.61056032218,258.401207394189,1513.57934163457,1255.17813424038,627.589067120191,0,196905.292040968,257166.415991494,13054.600120596,8
0.0446666666666666,12.5303378908962,19.2548944593644,20435.3926711722,226372.391454497,17128.4635930748,0.650761182687354,0.195093066279361,28086.9418147741,189,1311,37,41,12314.8131743631,233537.166701153,2939.53124813682,48.4963869324875,-1298.27077395903,1167.68583350577,1307.4527180383,29250.7511868286,8,48.4963869324875,91.3833608126499,212.791854707595,13.3660145110413,10.692811608833,1418.84467286887,41787.7387448822,2170.23982307829,21352.3460737101,1418.84467286887,0.589121405505181,105,0.475093867822687,1.03730436566333,-0.481126927154218,0.951909965956139,19700.4788060487,12.0797119010324,0,1.00011020483561,1.00021972757187,1500,0,425.078253739536,934.533119472956,2.07407407407407,2,1,6,20860.4709249117,0.0203772127326189,19927.5495491178,14430.3815940277,8280.69711835844,257.127836115761,1496.59689917926,1239.4690630635,619.734531531751,0,221007.427549198,255815.668221935,14430.3815940277,9
0.0473333333333333,12.6286213999629,18.963035318368,22792.0760910442,223396.938737844,18984.3801279757,0.665959915590651,0.199150709666519,29169.3094217583,192,1308,37,34,13992.430826963,233537.166701153,3386.20858231626,42.10294570978,-1665.30283942558,1167.68583350577,2110.80180127679,29250.7511868286,7,42.10294570978,89.3733037026067,211.415685312723,13.5876234449389,10.8700987559512,1401.56375590888,41741.2044519415,2201.18792963013,18949.1283608974,1401.56375590888,0.581834526556236,103,0.531296478974768,1.05099415642461,1.3197467603951,-0.20195165426709,21686.2062949816,12.0158816514493,0,1.00021937009845,1.00040418144149,1500,0,511.116963675127,1057.11689261512,2.140625,2,1,11,23303.1930547193,0.0219333446053916,21764.4983519798,15682.302233748,8206.33760634535,257.824117358832,1515.20492586098,1257.38080850215,628.690404251076,49.122409891245,242886.919977989,256373.749692783,15682.302233748,10
