"unemp","wage","price","gdp","hM","fM","rw","gini_hh","total_loans","n_open","n_vacant","n_openings","n_exits","lg_M","lg_L","lg_tax","lg_transfer","lg_deficit","lg_interest","owner_pay_total","m_dist_total","n_transfer_recip","transfer_total","mean_M_bot30","mean_M_top30","median_wage_t","income_thresh_t","supply","nom_demand","real_demand","unmet_nom","inventory_total","avg_mu","n_hiring","utilisation","price_index","inflation","inflation_ma5","gdp_real","real_wage_index","inv_total","avg_a","avg_a_weighted","n_hh","n_births","lg_g_spend","tax_rev_smooth","mean_firm_age","med_firm_age","share_young_firms","g_n_firms_served","total_demand_nom","g_share_demand","period"
0.96,10.2379947592785,14.0657835423397,1679.45455495536,441626.319287236,10996.7253900952,0.727865229012011,0.194446151733421,0,60,2940,0,0,755.169159447224,0,301.169159447224,46,-255.169159447224,0,928.300255566553,0,23,46,87.6636415482278,204.840610082718,10.2212533979776,8.17700271838211,119.4,67393.6003511559,4791.31504820141,65714.1457962006,0,0.374,0,0.994666896962116,1,0,0,1679.45455495536,10.2379947592785,0,1.00033488903562,1.00033488903562,3000,0,0,15.0584579723612,0,0,1,0,1679.45455495536,0,1
0.599333333333333,11.4009347611787,17.4187938208291,21386.8269888169,425729.38821468,23369.9508661686,0.65451918648613,0.207925872440903,244.113229041875,150,2850,90,0,4518.6519146959,0,4025.6579049068,262.175149658126,-3763.48275524867,0,1723.60554542026,0,57,262.175149658126,81.0416109401917,202.384964467241,11.5491480038208,9.23931840305661,1196.08613002057,78770.6312708375,4522.163364529,57383.8042820206,0,0.466516921085533,9,0.987753071703225,1.03062194573338,3.06219457333758,3.06219457333758,20751.379375682,11.0621890096333,2.25288128858297,0.961807889655091,0.961764494891165,3000,0,0,215.588430319083,0.4,0,1,0,21386.8269888169,0,2
0.210666666666667,11.8899757842263,19.8277560515958,47635.4901438462,407214.446479406,37280.1077435871,0.599663207136813,0.208887620806632,4738.03955138612,195,2805,45,0,13438.1928531162,0,9185.46097833327,166.307731255019,-8919.54093842028,0,3768.80709153315,0,32,166.307731255019,78.2423991022259,194.952306114422,12.2099943958473,9.76799551667781,2284.35402532497,92766.1685665385,4678.60146781827,45130.6784226922,1.48737078268285,0.576784800893589,28,0.94527776403778,1.14889836962163,11.4762182561612,6.36939808819633,41461.883316567,10.3490231151969,48.9474980554065,0.946696221738178,0.944545314476126,3000,0,99.6123086579689,664.082057719793,1.07692307692308,1,1,2,47735.1024525042,0.00208677270059453,3
0.0513333333333333,12.2236071496665,20.9966526062255,63297.3414321134,385012.726968045,51885.8507853779,0.582169328554886,0.208075605106943,9435.73914177689,240,2760,45,0,25388.6243551853,0,12285.5562994496,148.351431909544,-11950.4315020691,0,5711.24103810046,0,27,148.351431909544,75.733470619132,185.337815430516,13.5936669500212,10.874933560017,2702.51723992878,99373.365694955,4732.81944310927,36076.0242628416,40.5785477671634,0.682885175454526,117,0.71925729510502,1.2222141638534,6.38139944927505,7.5391299168896,51789.0753552958,10.0011990624687,133.137452364451,0.976793105015144,0.97155630395426,3000,0,186.773365470942,1245.15576980628,1.6875,2,1,10,63484.1147975844,0.00294204882696181,4
0.00700000000000001,12.5907540076238,23.348887037535,74905.3011611244,360213.485274842,63780.3000044397,0.539244289776351,0.211241207433902,11543.2442150282,285,2715,45,0,39916.4917405455,0,14958.1829072951,140.69445293272,-14527.8673853602,0,9341.54087887472,0,23,140.69445293272,70.4632256839937,174.268932083435,14.7104532683566,11.7683626146853,2895.8678258578,101000.508281521,4325.709748784,26095.2071203971,244.742170473773,0.792257241302647,190,0.599548261380103,1.3557676830614,10.9271781622078,8.60514706500687,55249.3632183238,9.28680788377637,183.193253394905,0.953196145792585,0.947243625569485,3000,0,289.621069002108,1930.80712668072,2.26315789473684,3,1,48,75194.9222301265,0.00385160407661241,5
0.00766666666666671,13.1480170928946,23.8789545666445,75013.2033924256,337975.323323913,72902.3252947774,0.550611085430873,0.222207607228896,13396.3163908851,330,2670,45,0,54279.3987007461,0,14895.3959326039,145.63348735673,-14362.9069602006,0,9116.6453090831,0,22,145.63348735673,64.8665589597828,167.199056440743,15.4618396362764,12.3694717090211,2790.64043424747,100084.10135176,4191.31001202053,25070.8979593348,532.10301860147,0.895729032216643,259,0.446734925355546,1.43506191362093,5.84865914346639,8.31503883621121,52271.7540479861,9.16198595203443,251.851449050507,0.996709528062985,0.986293354204108,3000,0,386.855485046532,2579.03656697688,2.81818181818182,3,1,75,75400.0588774721,0.00513070534434444,6
0.02,13.7453127520327,24.9271218690671,75618.3570416083,315945.868143255,81929.0222933348,0.551419968347397,0.237114348786187,15676.6548888543,375,2625,45,0,68828.7452755546,0,15197.8308853144,166.987868071785,-14549.3465748085,0,8674.8005609398,0,24,166.987868071785,58.6681151626734,160.739925237627,15.7287867763595,12.5830294210876,2800.23715115546,98366.5201717533,3946.16437021635,22748.1631301451,937.704747145473,0.990533438678293,322,0.384085286164725,1.55549633209036,8.39228031392392,8.76956713631136,48613.6517853361,8.83660891283555,229.187239577886,1.01607643995136,1.00797537252025,3000,0,481.496442434063,3209.97628289375,3.36,4,1,109,76099.8534840423,0.00632716648442733,7
0.0236666666666666,14.3229818086822,26.4202540360385,79580.3114410445,291007.953377384,90862.7430611821,0.542121275183237,0.252252717767713,16324.1848594885,414,2586,45,6,84314.0081833442,0,16340.0067322462,274.772153652524,-15485.2629077895,0,8978.78804261862,0,39,274.772153652524,52.459960195654,152.013451131831,16.0703291241148,12.8562632992918,2841.24500097373,95731.6369777076,3623.41848973614,16151.3255366631,1300.45017075365,1.0754254668615,369,0.365424067814732,1.71144537183759,10.0256771121829,8.23436900057521,46498.8907917048,8.36893893569247,227.310827597872,1.03459090046639,1.03246599453846,3000,0,579.971670804207,3866.47780536138,3.90338164251208,4,1,144,80160.2831118487,0.00723514998063273,8
0.013,14.9442654006146,28.1667473477516,83058.8528889028,265629.204204621,101389.867889318,0.530564115767792,0.271869713287003,18954.7247692135,451,2549,45,8,100796.929699057,0,17402.3730662687,237.960665294663,-16482.921515713,0,9709.89196921796,0,33,237.960665294663,45.8948384600155,143.233532285333,16.6179154210802,13.2943323368642,2957.83299210127,93600.1999160143,3323.07450201509,10541.3470271114,1792.3837186361,1.14846258370629,414,0.343487259191333,1.85955455514945,8.65404094977582,7.71798021649734,44665.9941537598,8.03647591797248,274.022781574505,1.04208695795802,1.04529148415441,3000,0,681.490885261012,4543.27256840675,4.45676274944568,5,1,211,83740.3437741638,0.00813814291351488,9
0.0073333333333333,15.5719499603265,29.6490047133333,85079.8468601044,242666.207985019,109879.001223033,0.525209871659661,0.296346527989838,22618.315012872,491,2509,45,5,117959.12601234,0,18094.7166896734,149.39366021984,-17162.1963132831,0,11478.2918225809,0,20,149.39366021984,40.0016494302603,136.107567836381,17.4447872548151,13.9558298038521,3062.73053336413,92033.2716346166,3104.09312300554,6953.42477451224,2520.73893890515,1.20871515178986,459,0.30629047111167,2.0129898878533,8.25118748352709,6.91766790755945,42265.411949404,7.73573183565901,301.924819713181,1.0432848801804,1.05313756423344,3000,0,783.126716170512,5220.84477447008,4.9877800407332,5,1,267,85862.9735762749,0.00912065682741391,10
