"unemp","wage","price","gdp","hM","fM","rw","gini_hh","total_loans","n_open","n_vacant","n_openings","n_exits","lg_M","lg_L","lg_tax","lg_transfer","lg_deficit","lg_interest","owner_pay_total","m_dist_total","n_transfer_recip","transfer_total","mean_M_bot30","mean_M_top30","median_wage_t","income_thresh_t","supply","nom_demand","real_demand","unmet_nom","inventory_total","avg_mu","n_hiring","utilisation","price_index","inflation","inflation_ma5","gdp_real","real_wage_index","inv_total","avg_a","avg_a_weighted","n_hh","n_births","lg_g_spend","tax_rev_smooth","mean_firm_age","med_firm_age","share_young_firms","period"
0.96,9.56525078007449,13.208698062133,525.706182872894,147337.194767612,3977.53310457903,0.724163027656477,0.196180487928161,0,20,980,0,0,578.497025506512,0,94.4970255065119,16,-78.4970255065119,0,7.28986892451038,0,8,16,87.2549195317581,206.149354331121,9.75556667998553,7.80445334398843,39.8,22501.1601887566,1703.51082922119,21975.4540058837,0,0.374,0,1,1,0,0,525.706182872894,9.56525078007449,0,0.995,0.995,1000,0,0,4.7248512753256,0,0,1,1
0.507984031936128,11.0865867588938,16.2444262197723,8033.1581251029,139351.805283294,10771.0009457639,0.682485586680774,0.219309903544017,18.4329107043045,70,932,50,0,1857.24728601478,0,1485.08049578997,206.330235281694,-1278.75026050827,0,155.002367059139,0,47,206.330235281694,75.9202211878446,201.507463043053,11.1021033751436,8.88168270011485,489.900241957603,26742.44973549,1646.25388263575,18709.2916103871,0,0.456509650657888,5,0.966529658758906,1.0169262529635,1.69262529634961,1.69262529634961,7899.45003552903,10.9020558045243,1.45797378490207,0.993853319466943,0.993712458331852,1002,2,0,78.7426335010576,0.285714285714286,0,1,2
0.153233830845771,11.6918330688914,18.3146323342277,16475.6238511205,131816.204577647,16973.7413922794,0.638387539292333,0.227914247998329,1515.91860540815,95,910,25,0,4764.8243019538,0,3135.33222585844,169.862181639696,-2907.57701593901,0,406.239255280151,0,34,169.862181639696,70.6418879724712,193.750021619223,12.2371323996292,9.78970591970334,844.546280791215,31251.3982077316,1706.36230296181,14775.7743566111,6.22431875199777,0.557589948615909,38,0.748019362586888,1.12362636920963,10.4924143648754,5.94484791656148,14662.9024581451,10.4054456083258,31.0004734118277,0.994429703055273,0.992416311153014,1005,3,57.8930282797317,231.572113118927,0.947368421052632,1,1,3
0.0257936507936508,12.4314858849549,20.3072181370448,21588.6169268254,122772.23674817,23657.4207605728,0.61217079567768,0.23130854837948,3008.33820038746,120,888,25,0,8665.10883974839,0,4194.94788898701,187.228125714326,-3900.2845377946,0,592.521270093507,0,34,187.228125714326,65.5817320644716,181.65976597134,13.9475476487602,11.1580381190082,974.797643021112,33157.4835363215,1632.79299570014,11568.8666094961,45.5275241639604,0.661660351511072,87,0.56518416946045,1.20703363341682,7.42304261387718,7.93939124794897,17885.6796771381,10.2992042150179,81.2478510560303,0.997110139457017,0.992665624257751,1008,3,107.435225478083,429.740901912331,1.54166666666667,2,1,4
0.00692383778437189,12.8899690610791,21.4154532300479,23063.6072915583,113898.948737399,29532.6053194757,0.6019003624445,0.230392122101185,4105.28118268468,145,866,25,0,12783.829805948,0,4503.02248335568,225.950271909915,-4118.72096619964,0,612.391887273266,0,36,225.950271909915,61.2839046928577,167.888340989612,14.8472980428348,11.8778384342679,992.921304675656,33157.0970958333,1548.27902728254,10093.489804275,157.585262779524,0.768127076578462,130,0.407044042864663,1.32913905453017,10.1161573077052,10.2009835238966,17352.2907275574,9.6979838318237,118.504254018701,0.998177936740217,0.993201470433817,1011,3,158.351245246125,633.404980984498,2.10344827586207,2,1,5
0.00394477317554243,13.6579112229354,23.3567996169601,24575.8518879973,104732.727197635,35277.8405853376,0.584750969607068,0.230997265431986,5181.77983686306,170,844,25,0,17277.9034811042,0,4865.67916658491,160.350818862616,-4494.07367515616,0,676.962174870233,0,24,160.350818862616,56.2421529765531,154.374261704373,15.8275582185296,12.6620465748237,994.104915818678,32891.2980648707,1408.21082529592,8315.44617687345,304.555259583085,0.86681359450898,154,0.338800465639599,1.46169032641517,9.97271665693744,10.6184806476117,16813.3095251921,9.34391572285478,122.478377454653,0.998560219507455,0.993774304031519,1014,3,211.25467256613,845.018690264519,2.64705882352941,3,1,6
0.00786627335299905,14.3758749097611,25.3205683410236,24706.6852006503,96272.7235285045,39740.0806239917,0.567754827464506,0.235428709801288,5848.40264488439,194,823,25,1,21896.4816744763,0,5052.13863606633,169.716770805542,-4618.57819337213,0,701.841479728527,0,24,169.716770805542,51.4531735886101,142.586033287124,16.3681675044485,13.0945340035588,988.741604087639,32241.9005406311,1273.34821661147,7535.21533998082,498.237385024719,0.960483894905036,187,0.270891718249372,1.65171864423676,13.0005866760875,12.0507716752417,14958.1681401114,8.70358578316104,135.392434974047,0.997921826207312,0.995355716726839,1017,3,263.843671888652,1055.37468755461,3.18041237113402,3,1,7
0.0137254901960784,15.1332900168077,27.8804631654983,25245.9929857902,88109.2985959793,43132.7115490588,0.54279191586512,0.245472043158316,5962.29565638388,216,804,25,3,26640.6231156568,0,5310.61943598852,249.443763563989,-4744.14144118045,0,761.485986782629,0,34,249.443763563989,45.7950585987646,132.458383880718,17.1068225134883,13.6854580107906,987.900687100118,31666.1841976413,1135.78400795105,6420.19121185108,726.777683961026,1.04663843342091,211,0.230299159310495,1.85950319768976,12.5798999834511,11.993010060243,13576.7408290321,8.13835116584328,138.997914433702,0.997149507246715,0.997315754351341,1020,3,317.034231244076,1268.1369249763,3.72685185185185,4,1,8
0.00684261974584555,15.9642580632613,30.5138644887971,26282.6299996233,80151.634899017,45738.8999977848,0.523180473227915,0.251519852953664,5435.58494849573,236,787,25,5,31754.4135458341,0,5700.94251801865,214.707786684229,-5113.79043017732,0,832.487444843924,0,28,214.707786684229,40.6128413841923,121.445767335778,17.950499351045,14.360399480836,1007.71603185067,31398.4006399883,1028.98800810746,5115.77064036504,960.389269430317,1.12659972178537,235,0.204615344613703,2.13070239975569,14.5844977520271,11.5350210683263,12335.1951932081,7.49248607646559,150.628004337051,0.99653775482178,0.999693187967241,1023,3,372.444301157105,1489.77720462842,4.25847457627119,4.5,1,9
0.00389863547758285,17.0028219292667,33.2820794459138,26188.0087943581,73702.1771659857,47882.5520288739,0.510870180359307,0.258684463143529,6088.16156321877,259,767,25,2,36837.0624625403,0,5677.06655359276,169.632218867375,-5082.64891670623,0,703.942891580237,0,21,169.632218867375,36.4735740965356,112.640633713358,19.2220999959099,15.3776799967279,1018.55784464891,31649.5636207713,950.949103772334,5461.55482641324,1325.64122871516,1.19996338588365,256,0.160558811805236,2.34009396568945,9.82734923271158,10.1756006901422,11191.0073605281,7.26587144728494,164.990862698874,0.996276912540223,1.00083406755282,1026,3,424.78541801916,1699.14167207664,4.73745173745174,5,1,10
