"hh_id","x","y","M","L","employed","firm_id","wage","firm_owner","unemp_spells","emp_spells"
1,58400.06,73330.69,9.6032,0,0,0,9.6032,0,12,0
2,26781.68,80642.1,9.6032,0,0,0,9.6032,0,141,0
3,54801.17,24372.44,9.6032,0,0,0,9.6032,0,29,0
4,63803.44,64312.51,9.6032,0,0,0,9.6032,0,63,0
5,58191.16,36754.33,1338.5086,0,0,0,38.4416,5,0,54
6,58140.54,52264.58,9.6032,0,0,0,9.6032,0,44,0
7,65860.15,35522.57,9.6032,0,0,0,9.6032,0,207,0
8,26007.07,71268.74,9.8913,0,0,0,9.6032,0,32,0
9,25570.36,86462.24,9.6046,0,0,0,9.6032,0,63,0
10,58048.75,35391.38,9.6032,0,0,0,9.6032,0,68,0
11,20824.32,86207.79,9.7236,0,0,0,9.6032,0,28,0
12,38214.23,62943.89,9.6032,0,0,0,9.6032,0,48,0
13,68689.99,44942.54,9.6032,0,0,0,9.6032,0,220,0
14,20834.81,86280.06,11.1018,0,1,433,18.8821,0,0,3
15,19396.77,82442.85,9.6032,0,0,0,9.6032,0,81,0
16,23136.99,80351.66,9.9483,0,0,0,9.6032,0,10,0
17,46081.62,51388.08,9.6032,0,0,0,9.6032,0,186,0
18,54186.3,28474.69,9.6032,0,0,0,9.6032,0,49,0
19,52902.27,27205.38,9.6032,0,0,0,9.6032,0,10,0
20,31262.8,70682.25,9.6032,0,0,0,9.6032,0,11,0
21,56010.96,31477.04,9.6032,0,0,0,9.6032,0,106,0
22,57429.79,47574.56,9.6032,0,0,0,9.6032,0,6,0
23,68807.59,46159.42,9.6032,0,0,0,9.6032,0,133,0
24,61903.78,66681.39,9.6032,0,0,0,9.6032,0,67,0
25,67633.7,42664.48,9.6032,0,0,0,9.6032,0,6,0
26,26205.42,66747.41,9.6032,0,0,0,9.6032,0,19,0
27,23876.12,81715.66,9.6032,0,0,0,9.6032,0,91,0
28,52865.7,40172.18,9.6032,0,0,0,9.6032,0,156,0
29,68953.82,41133.38,9.6032,0,0,0,9.6032,0,59,0
30,56604.82,64296.6,9.6032,0,0,0,9.6032,0,192,0
31,28821.86,71877.96,66.8263,0,1,440,12.6506,0,0,15
32,32986.56,67707.28,9.6032,0,0,0,9.6032,0,130,0
33,61783.78,47330.05,10.3324,0,1,878,24.9908,0,0,1
34,30386.08,72368.48,9.6032,0,0,0,9.6032,0,164,0
35,52311.5,48360.81,9.6032,0,0,0,9.6032,0,83,0
36,68891.25,14754.91,9.6032,0,0,0,9.6032,0,25,0
37,56220.59,24723.19,9.6032,0,0,0,9.6032,0,39,0
38,66133.88,18083.65,9.6032,0,0,0,9.6032,0,115,0
39,55619.76,36693.29,9.6032,0,0,0,9.6032,0,8,0
40,40179.65,62047.42,9.6032,0,0,0,9.6032,0,24,0
41,62491.97,53192.52,9.6032,0,0,0,9.6032,0,172,0
42,58051,36256.25,9.6032,0,0,0,9.6032,0,204,0
43,31609.96,66673.17,9.6032,0,0,0,9.6032,0,57,0
44,55000.4,32894.12,9.6032,0,0,0,9.6032,0,12,0
45,25731.83,77986.09,9.6032,0,0,0,9.6032,0,15,0
46,25972.03,67140.15,9.6032,0,0,0,9.6032,0,137,0
47,54587.05,23253.62,9.6032,0,0,0,9.6032,0,16,0
48,70781.81,29856.63,9.6032,0,0,0,9.6032,0,83,0
49,60378.94,28744.65,9.6032,0,0,0,9.6032,0,201,0
50,36268.67,64709.49,9.6032,0,0,0,9.6032,0,128,0
51,54494.71,47097.1,9.6032,0,0,0,9.6032,0,263,0
52,25935.4,86006.79,9.6032,0,0,0,9.6032,0,86,0
53,63202.34,62813.71,9.6032,0,0,0,9.6032,0,69,0
54,23169.42,85417.45,9.6702,0,0,0,9.6032,0,16,0
55,46413.92,53004.03,1430.015,0,0,0,28.5485,55,0,69
56,57576.34,42391.73,9.6032,0,0,0,9.6032,0,29,0
57,32277.15,70271.39,9.6032,0,0,0,9.6032,0,1,0
58,27573.16,74597.73,850.2402,0,1,571,18.7798,58,0,114
59,63414.11,30535.3,9.6032,0,0,0,9.6032,0,36,0
60,47392.38,52604.3,9.6032,0,0,0,9.6032,0,120,0
61,69281.24,45895.21,9.6032,0,0,0,9.6032,0,3,0
62,58466.24,44561.7,9.6032,0,0,0,9.6032,0,175,0
63,46147.31,53761.47,9.6032,0,0,0,9.6032,0,18,0
64,69603.17,20801.69,9.6032,0,0,0,9.6032,0,148,0
65,48139.64,62784.78,9.6032,0,0,0,9.6032,0,39,0
66,62583.9,63780.29,9.6032,0,0,0,9.6032,0,104,0
67,54263.91,22923.86,9.6032,0,0,0,9.6032,0,82,0
68,48584.64,48981.77,9.6032,0,0,0,9.6032,0,113,0
69,19980.59,84628.65,9.6032,0,0,0,9.6032,0,124,0
70,59969.79,27209.84,9.6032,0,0,0,9.6032,0,19,0
71,27226.81,73993.46,12.9153,0,0,0,9.6032,0,9,0
72,47772.37,48417.88,9.6032,0,0,0,9.6032,0,162,0
73,68796.77,17233.7,9.6032,0,0,0,9.6032,0,187,0
74,50955.34,30122.34,36.3504,0,1,108,16.9926,0,0,8
75,54463.79,43752.55,12.0972,0,1,878,24.9908,0,0,3
76,41928.93,59398.15,9.6032,0,0,0,9.6032,0,90,0
77,58665.93,72815.05,9.6032,0,0,0,9.6032,0,142,0
78,59083.65,46365.33,9.6032,0,0,0,9.6032,0,253,0
79,67865.75,16014.21,9.6032,0,0,0,9.6032,0,201,0
80,48546.54,49762.21,9.6032,0,0,0,9.6032,0,32,0
