"unemp","wage","price","gdp","hM","fM","rw","gini_hh","total_loans","n_open","n_vacant","n_openings","n_exits","lg_M","lg_L","lg_tax","lg_transfer","lg_deficit","lg_interest","lg_debt_repay","g_share_current","gov_transf_t","owner_pay_total","m_dist_total","n_transfer_recip","transfer_total","mean_M_bot30","mean_M_top30","median_wage_t","income_thresh_t","supply","nom_demand","real_demand","unmet_nom","inventory_total","avg_mu","n_hiring","utilisation","price_index","inflation","inflation_ma5","gdp_real","real_wage_index","inv_total","avg_a","avg_a_weighted","n_hh","n_births","lg_g_spend","tax_rev_smooth","mean_firm_age","med_firm_age","share_young_firms","g_n_firms_served","total_demand_nom","g_share_demand","bank_NW","bank_R","bank_new_loans","bank_dep_int_total","bank_loan_int_total","bank_profit","bank_dividend","bank_bad_debt","bank_headroom","total_M","sfc_check","period"
0.964,9.16387355354771,12.734741499009,0,91316.1710514535,453.501566900437,0.719596354135721,0.137883029711988,532.6010900664,30,1470,0,0,97923.3300406655,200440.587545918,52.8083074586387,215,1169.43082593793,1007.23913339657,1007.23913339657,0.8,5,36.8027941135646,0,43,215,43.5085851414801,78.0307032775451,9.82312391154423,7.85849912923538,54.0111808607496,9514.22984157147,747.108203359439,9514.22984157147,54.0111808607496,0.374,3,0,1,0,0,0,9.16387355354771,0,1.00037190636267,1.00020705297684,1500,0,0,2.64041537293194,0,0,1,0,0,0,11280.1859769647,-5.82076609134674e-11,0,191.121887178027,1012.67383839725,821.551951219222,410.775975609611,0,140469.723621993,189693.002659019,-5.82076609134674e-11,1
0.62,10.9378626013543,15.7513818968842,834.239509885071,96483.2101964748,403.781323436396,0.694406539880663,0.138380731211299,5437.80426835118,90,1410,60,0,96233.6983407407,199438.384608188,661.850845493764,445,785.352092235825,1002.20293772959,1002.20293772959,0.8,5,61.6303004166536,0,89,445,46.1988346003129,82.9849032781759,11.5977840841016,9.27822726728126,569.869926676241,15373.3015511401,975.997004693352,14539.062041255,569.869926676241,0.437925318405893,11,0.0857294652263751,1,0,0,834.239509885071,10.9378626013543,0,1.00002995336456,0.999771801186388,1500,0,0,35.6009368789735,0.333333333333333,0,1,0,834.239509885071,0,11694.7665087588,390.762484569597,4892.23488349866,194.585237542518,1023.74630113059,829.161063588074,414.580531794037,0,140746.777091133,193120.689860652,390.762484569597,2
0.424666666666667,11.3770256770161,16.4418026143711,9687.92449198871,97870.0729997316,7690.08468968849,0.691957320243698,0.146618823702046,14140.7017091277,114,1386,24,0,94778.772758218,198441.192685147,1401.70531472154,930,553.967357822577,997.191923040941,997.191923040941,0.8,5,431.027054559271,0,186,930,46.9103288447238,86.2179099906816,11.7185668684383,9.37485349475067,862.766636892915,19371.3445309968,1178.17644362578,9683.42003900811,864.795532797969,0.448031209482833,13,0.553572030103401,1.00346029141708,0.346029141707804,0.130770605544732,9654.51704950627,11.3377936071088,0,0.999781901814227,0.999729590837676,1500,0,28.4807495031788,103.906155771102,1.05263157894737,1,1,2,9716.40524149189,0.00293120231148426,12123.788242984,105.999361075897,8930.33533887901,202.051025199531,1060.09449364993,858.043468450397,429.021734225198,0,137406.651328172,200338.930447638,105.999361075897,3
0.249333333333333,11.7901477910934,16.8013138289885,13924.6972515869,98499.2621805137,11328.2140982776,0.701739632453681,0.15465168414729,19141.8149541284,135,1365,21,0,93941.8437867327,197448.986721722,1815.82910722488,680,-60.4982191822621,992.205963425736,992.205963425736,0.8,5,476.986449214533,0,136,680,46.6435331159905,88.2632494539293,12.0952040807109,9.67616326456869,1080.39244239774,23186.2152908051,1380.02393900888,9261.51803921816,1100.81796762142,0.431720112317871,23,0.695550958111505,1.0141580061935,1.06608252144325,-0.258942673772051,13730.3035291822,11.625553137766,0,0.999965827082032,1.00007395404752,1500,0,83.1249246168816,189.502303343791,1.73333333333333,2,1,8,14007.8221762038,0.00593417903020588,12592.4077419559,-13.4354488815297,5337.12326426839,205.676053711906,1142.91505165588,937.238997943977,468.619498971988,0,138263.281820321,203769.320065524,-13.4354488815297,4
0.15,12.0537293299809,16.8361392106641,18262.6938339801,97712.6309082682,15361.9477004443,0.715943790863049,0.159819598247032,23428.4675148479,144,1356,9,0,93342.3877707774,196461.741788113,2132.69385015018,700,-293.84707386654,987.244933608608,987.244933608608,0.8,5,658.219102848567,0,140,700,45.8302333272021,88.5256723117982,12.298948573028,9.83915885842236,1243.64368666835,25332.8317572021,1504.66989137011,7070.13792322204,1274.72870644815,0.41177698948548,33,0.748293963146962,1.00646806553466,-0.758258635427389,-0.801785070562202,18145.3286590653,11.9762660562685,0,1.00039359370861,1.00050045679372,1500,0,151.601842675033,286.66188068411,2.5625,3,1,11,18414.2956766551,0.0082328341706399,13079.8396117508,-295.988700110727,4738.80985556302,208.508129921087,1183.37186951083,974.863739589746,487.431869794873,0,140069.527632037,206416.96637949,-295.988700110727,5
0.0986666666666667,12.2313288419452,16.6382482157199,20439.4787691884,96165.6657837439,17241.1132588527,0.735133211343064,0.164498650724116,25061.356743857,149,1351,5,0,92919.0478625559,195479.433079172,2402.26462643619,725,-465.626412948336,982.308708940565,982.308708940565,0.8,5,749.363382640974,0,145,725,44.7962123119391,87.9131164535568,12.3777752114268,9.90222016914141,1304.14152240392,26279.6506595497,1579.4722087822,5840.1718903613,1360.41437780863,0.382730107960291,34,0.823864841333329,0.986856367017302,-1.94856639658392,-1.33244661882525,20711.7058290511,12.3942341061379,0,1.00064353569864,1.00081085099108,1500,0,229.329504547288,392.442017971714,3.44295302013423,4,1,21,20668.8082737357,0.0110954391520822,13585.3399894557,-569.967483380693,2130.28403571275,208.547250415203,1219.54800582496,1011.00075540976,505.500377704878,0,144755.393124339,206325.826905152,-569.967483380693,6
0.162,12.5216538585682,16.8092800056233,18199.3436736343,94662.486060299,15613.3729590134,0.744925056538966,0.175464272797359,22399.8427652341,134,1366,14,29,91780.7397200426,194502.035913776,2247.52075479323,1210,253.830024979999,977.397165395862,977.397165395862,0.8,5,716.333701873042,0,242,1210,42.5287748333696,87.572528809597,12.5697260323156,10.0557808258525,1207.5084309508,26372.7215072796,1568.93819952176,8173.37783364526,1223.26114848573,0.37316730320996,20,0.805034726883097,0.960070993239337,-2.71421198395075,-1.22603083620382,18956.2478210373,13.0424249318474,0,1.00102924485019,1.00119699157954,1500,0,313.953614377371,485.19595481279,3.64179104477612,4,1,12,18513.2972880117,0.0169582765021913,13891.3043586712,-866.203968939924,2241.00632664822,204.288285052234,1192.32703217111,988.038747118878,494.019373559439,188.055004343898,151241.461718156,202056.598739355,-866.203968939924,7
0.0953333333333334,12.5881942104241,16.5967986440635,19755.557921879,93813.9528025168,17712.0716483224,0.758471225709951,0.177447214555016,24865.0631666335,145,1355,12,1,91125.8915962553,193529.525734208,2436.54825948062,850,-225.88131606151,972.510179568882,972.510179568882,0.8,5,739.64628170296,0,170,850,41.8796061791522,86.9370703227933,12.5195187549457,10.0156150039566,1286.13113227792,26825.1953963264,1616.28733176934,7069.63747444743,1299.26786154678,0.341320612520971,27,0.827897082304479,0.937919480671288,-2.30727859960742,-0.794901175000022,21063.1704842505,13.4214018045712,0,1.00170280213333,1.0016464115351,1500,0,388.156763850232,582.763570046182,4.24137931034483,5,1,12,20143.7146857292,0.0192693735939986,14391.0701918574,-1297.54413209992,2969.07017969946,205.009942231799,1204.54160860418,999.531666372381,499.765833186191,0,155023.314231584,202651.916047094,-1297.54413209992,8
0.167333333333333,12.0277325138522,16.5510017190115,13293.928879055,93526.6760148101,12472.2149119405,0.726707224012697,0.186197929709815,19276.9893092604,129,1371,37,53,90126.3044722028,192561.878105537,1806.06892956989,680,123.065386977725,967.647628671038,967.647628671038,0.8,5,514.213297314803,0,136,680,39.9921646734789,87.2422692864815,11.9916051545967,9.59328412367737,1215.94326371209,26110.8258805008,1577.59791967808,12816.8970014459,1215.94326371209,0.39440660635189,21,0.603719327235508,0.952908948098511,1.59816143455038,-0.41325012588779,13950.8910117619,12.6221214921458,0,1.00117721884551,1.00125948465226,1500,0,281.486687876576,643.928838022367,3.01550387596899,3,1,6,13575.4155669315,0.0207350328605963,14058.68211923,-1494.29363380093,4395.51585976908,198.218363031258,1145.05799780988,946.839634778622,473.419817389311,805.807890016731,156456.537181115,196125.195398953,-1494.29363380093,9
0.211333333333333,11.87105379211,16.3674336793485,15906.7059915322,91949.0809245444,14286.9186621914,0.725284978981661,0.195679444483295,19605.4154962319,127,1373,22,24,89074.133771394,191599.068715009,2189.45992957614,995,179.487614753293,962.809390527683,962.809390527683,0.8,5,1048.30603335364,0,199,995,38.1621365377832,86.8023492097757,11.8576976901295,9.4861581521036,1082.24351043886,25757.0822111033,1573.67872787547,9850.37621957108,1082.24351043886,0.402636565662173,16,0.763264965124409,0.966224799309383,1.3973896705916,-0.073405373792812,16462.7382808862,12.2860164638653,0,1.00099076246272,1.00081287111954,1500,0,411.138153801745,721.205392600056,2.74015748031496,2,1,6,16317.8441453339,0.0251956171501558,13817.3909210823,-1989.30296752986,5264.32390727876,197.536723549947,1125.1489763229,927.612252772958,463.806126386479,705.097324534168,153111.971017297,195310.13335813,-1989.30296752986,10
